gene ID,log2_foldChange,p_value,adjusted p_value,rotein ID,locus tag,Annotation,,
gene-M8001_RS15265,0.953442677,0.002274354,0.043324203,WP_010953825.1,PP_2923,TIGR03915 family putative DNA repair protein,,
gene-M8001_RS15275,0.961003635,0.018848644,0.174693116,WP_010953827.1,PP_2925,malate dehydrogenase (quinone),,
gene-M8001_RS15280,0.140242947,0.683242146,0.904672871,WP_010953828.1,PP_2926,UDP-glucose/GDP-mannose dehydrogenase family protein,,
gene-M8001_RS15285,0.796606041,0.04818175,0.304005285,WP_010953829.1,PP_2927,class I SAM-dependent methyltransferase,,
gene-M8001_RS15300,-0.178811166,0.556651045,0.855379434,WP_010953830.1,PP_2930,serine/threonine dehydratase family protein,,
gene-M8001_RS15310,-0.135603286,0.643300497,0.887995694,WP_010953832.1,PP_2932,amidase,,
gene-M8001_RS15315,0.354284894,0.245817162,0.623911008,WP_010953833.1,PP_2933,glutathione-dependent disulfide-bond oxidoreductase,,
gene-M8001_RS15320,0.591446378,0.197068643,0.569505167,WP_010953834.1,PP_2934,dienelactone hydrolase,,
gene-M8001_RS15325,0.165736969,0.562255265,0.858311256,WP_010953835.1,PP_2935,MFS transporter,,
gene-M8001_RS15330,0.207586504,0.671362985,0.899409896,WP_010953836.1,PP_2936,ABC-F family ATPase,,
gene-M8001_RS15335,-0.11083215,0.713752958,0.913254957,WP_010953837.1,PP_2937,integrase,,
gene-M8001_RS15350,0.096613082,0.775206424,0.935165116,WP_010953840.1,PP_2940,type II toxin-antitoxin system prevent-host-death family antitoxin,,
gene-M8001_RS15370,1.11686165,0.028243009,0.226377911,WP_010953842.1,PP_2942,response regulator,,
gene-M8001_RS15375,1.131822914,0.009298261,0.111644597,WP_010953843.1,PP_2943,cytochrome b6,,
gene-M8001_RS15380,0.146778795,0.708687886,0.910596747,WP_010953844.1,PP_2944,ATP-binding protein,,
gene-M8001_RS15390,-0.016987104,0.959680174,0.993485106,WP_010953846.1,PP_2946,aminoacyl-tRNA hydrolase,,
gene-M8001_RS15400,0.407810245,0.278074931,0.657137896,WP_010953848.1,PP_2948,PLP-dependent aminotransferase family protein,,
gene-M8001_RS15405,0.943174258,0.012494111,0.13450976,WP_010953849.1,PP_2949,DMT family transporter,,
gene-M8001_RS15410,0.796508643,0.040026251,0.276454165,WP_010953850.1,PP_2950,nuclear transport factor 2 family protein,,
gene-M8001_RS15415,0.378887208,0.227951141,0.602365446,WP_010953851.1,PP_2951,TetR family transcriptional regulator,,
gene-M8001_RS15420,-0.041063419,0.877266505,0.968811458,WP_010953852.1,PP_2952,LysR family transcriptional regulator,,
gene-M8001_RS15425,0.088278184,0.955528444,0.993485106,WP_010953853.1,PP_2953,zinc-binding alcohol dehydrogenase family protein,,
gene-M8001_RS15430,0.737789489,0.229250908,0.602365446,WP_010953854.1,PP_2954,antibiotic biosynthesis monooxygenase,,
gene-M8001_RS15440,0.05384747,1,1,WP_010953855.1,PP_2955,magnesium transporter CorA family protein,,
gene-M8001_RS15445,-0.010992157,0.950738324,0.991397397,WP_010953856.1,PP_2956,RimK family alpha-L-glutamate ligase,,
gene-M8001_RS15450,-0.096417629,0.757471443,0.928903876,WP_010953857.1,PP_2957,GNAT family N-acetyltransferase/peptidase C39 family protein,,
gene-M8001_RS15455,-0.366866475,0.442068722,0.787698186,WP_010953858.1,PP_2958,glutaredoxin 3,,
gene-M8001_RS15460,0.393275034,0.342683848,0.715535942,WP_010953859.1,PP_2959,peroxidase-related enzyme,,
gene-M8001_RS15470,-0.033561622,0.834569892,0.957571132,WP_010953861.1,PP_2961,LysR family transcriptional regulator,,
gene-M8001_RS15475,0.749716939,0.040290006,0.27771896,WP_010953862.1,PP_2962,zinc-dependent alcohol dehydrogenase family protein,,
gene-M8001_RS15485,-0.442631838,0.171262839,0.543948253,WP_010953865.1,PP_2965,Tn4652%2C tnpA repressor protein TnpC,,
gene-M8001_RS15495,0.114937057,0.726442308,0.918482181,WP_010953868.1,PP_2968,Ni(II)/Co(II) efflux transporter permease subunit MrdH,,
gene-M8001_RS15500,0.42403675,0.260696148,0.639737708,WP_010953869.1,PP_2969,metal-sensing transcriptional repressor MreA,,
gene-M8001_RS15505,-2.280924108,2.37505E-09,3.64501E-07,WP_010953870.1,PP_2970,hypothetical protein,,
gene-M8001_RS15545,-0.222644033,0.66721361,0.898651427,WP_010953879.1,PP_2979,YkvA family protein,,
gene-M8001_RS15550,-0.033394499,0.915714931,0.980197999,WP_010953880.1,PP_2980,hypothetical protein,,
gene-M8001_RS15555,0.551819453,0.056407087,0.328862772,WP_010953881.1,PP_2981,site-specific integrase,,
gene-M8001_RS15560,0.404032988,0.191737251,0.562766844,WP_010953882.1,PP_2982,DNA-binding protein,,
gene-M8001_RS15570,0.339912277,0.304953883,0.680602805,WP_010953884.1,PP_2984,hypothetical protein,,
gene-M8001_RS15580,-0.360287335,0.279957367,0.657137896,WP_010953885.1,PP_2985,GrpB family protein,,
gene-M8001_RS15590,-0.358478435,0.222061879,0.594806842,WP_010953886.1,PP_2986,SDR family oxidoreductase,,
gene-M8001_RS15610,0.371225176,0.315151705,0.691531369,WP_010953889.1,PP_2989,SDR family oxidoreductase,,
gene-M8001_RS15615,0.299292216,0.451613301,0.794686644,WP_010953890.1,PP_2990,MerR family transcriptional regulator,,
gene-M8001_RS15630,0.089345607,0.747613231,0.92572656,WP_010953894.1,PP_2994,NADH:flavin oxidoreductase/NADH oxidase family protein,,
gene-M8001_RS15635,-0.118144306,0.782586385,0.937666075,WP_010953895.1,PP_2995,AAA family ATPase,,
gene-M8001_RS15640,0.424293842,0.243332596,0.619672759,WP_010953896.1,PP_2996,hypothetical protein,,
gene-M8001_RS15645,0.323656945,0.3286131,0.70294702,WP_010953897.1,PP_2997,LysR family transcriptional regulator,,
gene-M8001_RS15650,0.99922455,0.131498584,0.480605892,WP_010953898.1,PP_2998,ketopantoate reductase family protein,,
gene-M8001_RS15655,-0.320479903,0.726030833,0.918464511,WP_010953899.1,PP_2999,glyoxalase/bleomycin resistance/dioxygenase family protein,,
gene-M8001_RS15660,0.17092639,0.480882796,0.811266224,WP_010953900.1,PP_3000,MaoC family dehydratase,,
gene-M8001_RS15665,0.185800112,0.579298494,0.862665394,WP_010953901.1,PP_3001,CoA transferase,,
gene-M8001_RS15670,0.182837144,0.667530267,0.898651427,WP_010953902.1,PP_3002,shikimate dehydrogenase,,
gene-M8001_RS15675,-0.00892569,0.85905441,0.965441721,WP_010953903.1,PP_3003,type II 3-dehydroquinate dehydratase,,
gene-M8001_RS15680,-0.070369738,0.916300549,0.980197999,WP_010953904.1,PP_3004,hypothetical protein,,
gene-M8001_RS15690,0.618193718,0.135768182,0.48857819,WP_010953906.1,PP_3006,sigma-70 family RNA polymerase sigma factor,,
gene-M8001_RS15695,0.490190209,0.32734928,0.701645317,WP_010953907.1,PP_3007,DUF3455 domain-containing protein,,
gene-M8001_RS15700,0.292319296,0.374904324,0.739883042,WP_010953908.1,PP_3008,hypothetical protein,,
gene-M8001_RS15705,0.910136796,0.039540798,0.274833821,WP_010953909.1,PP_3010,hypothetical protein,,
gene-M8001_RS15720,0.105779835,0.735921698,0.921961393,WP_010953913.1,PP_3014,hypothetical protein,,
gene-M8001_RS15740,-0.003134733,1,1,WP_010953916.1,PP_3017,methylated-DNA--[protein]-cysteine S-methyltransferase,,
gene-M8001_RS15745,-0.065526602,0.859650376,0.965903458,WP_010953917.1,PP_3018,hypothetical protein,,
gene-M8001_RS15750,0.045756508,0.878296042,0.968811458,WP_010953918.1,PP_3019,carbon-nitrogen hydrolase family protein,,
gene-M8001_RS15755,0.763778023,0.057069932,0.330389174,WP_010953919.1,PP_3020,serine/threonine protein phosphatase,,
gene-M8001_RS15760,0.355857987,0.293416148,0.670628761,WP_010953920.1,PP_3021,LysE family translocator,,
gene-M8001_RS15765,-0.199903587,0.525424632,0.834210627,WP_010953921.1,PP_3022,AraC family transcriptional regulator,,
gene-M8001_RS15790,0.464988189,0.235670397,0.612412445,WP_010953924.1,PP_3025,LysE family translocator,,
gene-M8001_RS16025,-0.017665573,1,1,WP_010953968.1,PP_3069,autotransporter outer membrane beta-barrel domain-containing protein,,
gene-M8001_RS16030,-0.442064717,0.128652381,0.476463981,WP_010953969.1,PP_3070,peptidylprolyl isomerase,,
gene-M8001_RS16035,0.17344833,0.595657448,0.870735389,WP_010953970.1,PP_3071,acetoacetate--CoA ligase,,
gene-M8001_RS16040,0.160281457,0.590652555,0.866955002,WP_010953971.1,PP_3072,serine protease inhibitor ecotin,,
gene-M8001_RS16045,0.234263987,0.475515597,0.809276055,WP_010953972.1,PP_3073,3-hydroxybutyrate dehydrogenase,,
gene-M8001_RS16050,-0.381367527,0.479373666,0.810497016,WP_010953973.1,PP_3074,GntP family permease,,
gene-M8001_RS16060,-0.223157644,0.490422988,0.817841851,WP_010953975.1,PP_3076,ABC transporter permease,,
gene-M8001_RS16065,-0.12781298,0.710289925,0.912047881,WP_010953976.1,PP_3077,microcin C ABC transporter permease YejB,,
gene-M8001_RS16070,0.016266478,0.957533871,0.993485106,WP_010953977.1,PP_3078,extracellular solute-binding protein,,
gene-M8001_RS16080,0.694540094,0.028233769,0.226377911,WP_010953978.1,PP_3080,3-deoxy-7-phosphoheptulonate synthase,,
gene-M8001_RS16100,-0.10728556,0.750406505,0.927213152,WP_010953981.1,PP_3083,AEC family transporter,,
gene-M8001_RS16115,-0.2882419,0.415384092,0.770703844,WP_010953984.1,PP_3086,sigma-70 family RNA polymerase sigma factor,,
gene-M8001_RS16120,-0.307304386,0.313506467,0.690167813,WP_010953985.1,PP_3087,excinuclease ABC subunit UvrA,,
gene-M8001_RS16125,-0.913712151,0.034085298,0.254809574,WP_010953986.1,PP_3088,type VI secretion system protein TssA,,
gene-M8001_RS16135,-0.812106206,0.045312987,0.293748507,WP_010953988.1,PP_3090,type VI secretion system membrane subunit TssM,,
gene-M8001_RS16145,-0.741038131,0.105229074,0.435436405,WP_010953989.1,PP_3091,hypothetical protein,,
gene-M8001_RS16150,-0.731853992,0.071680209,0.364194089,WP_010953990.1,PP_3092,type IVB secretion system protein IcmH/DotU,,
gene-M8001_RS16155,-0.693194591,0.107405155,0.439216378,WP_010953991.1,PP_3093,type VI secretion system baseplate subunit TssK,,
gene-M8001_RS16175,-0.879848921,0.017291081,0.165424395,WP_010953993.1,PP_3097,type VI secretion system baseplate subunit TssF,,
gene-M8001_RS16255,-0.100873236,0.727831501,0.919257,WP_010953996.1,PP_3102,immunity protein Tsi6 family protein,,
gene-M8001_RS16275,-0.537327352,0.106755062,0.437586734,WP_010953998.1,PP_3105,hypothetical protein,,
gene-M8001_RS16280,-0.604170112,0.072996296,0.36872669,WP_010953999.1,PP_3106,type VI secretion system tip protein VgrG,,
gene-M8001_RS16295,-0.7479382,0.051904662,0.31383375,WP_010954001.1,PP_3108,DUF6531 domain-containing protein,,
gene-M8001_RS16395,0.660266829,0.02574725,0.212577773,WP_010954010.1,PP_3118,DNA polymerase Y family protein,,
gene-M8001_RS16410,0.41167555,0.187824485,0.55976326,WP_010954013.1,PP_3121,LysR family transcriptional regulator,,
gene-M8001_RS16420,1.100698065,0.009955652,0.116584564,WP_010954014.1,PP_3123,CoA transferase subunit B,,
gene-M8001_RS16430,-0.159810223,0.583842674,0.864743422,WP_010954015.1,PP_3125,XRE family transcriptional regulator,,
gene-M8001_RS16440,0.96948874,0.009148169,0.111275173,WP_010954016.1,PP_3126,polysaccharide biosynthesis/export family protein,,
gene-M8001_RS16450,0.065953451,0.861723041,0.966382386,WP_010954017.1,PP_3127,Wzz/FepE/Etk N-terminal domain-containing protein,,
gene-M8001_RS16460,0.756667955,0.086752439,0.395916523,WP_010954018.1,PP_3129,UDP-glucose 4-epimerase GalE,,
gene-M8001_RS16470,0.92210031,0.033392737,0.251419839,WP_010954020.1,PP_3131,O-antigen ligase family protein,,
gene-M8001_RS16475,0.681379117,0.072749804,0.367936854,WP_010954021.1,PP_3132,oligosaccharide flippase family protein,,
gene-M8001_RS16480,0.056971759,0.876592212,0.968811458,WP_010954022.1,PP_3133,GMC family oxidoreductase,,
gene-M8001_RS16490,0.077164329,0.861920107,0.966382386,WP_010954024.1,PP_3135,glycosyltransferase family 2 protein,,
gene-M8001_RS16495,-0.104041294,0.812930314,0.948115864,WP_010954025.1,PP_3136,serine acetyltransferase,,
gene-M8001_RS16500,-0.205213874,0.624311333,0.880447712,WP_010954026.1,PP_3137,glycosyltransferase,,
gene-M8001_RS16510,-0.098018786,0.800659179,0.943406967,WP_010954028.1,PP_3139,glycosyltransferase,,
gene-M8001_RS16515,-0.059456742,0.874715099,0.968811458,WP_010954029.1,PP_3140,glycosyltransferase family 2 protein,,
gene-M8001_RS16520,-0.228873104,0.520532365,0.833938557,WP_010954030.1,PP_3141,WecB/TagA/CpsF family glycosyltransferase,,
gene-M8001_RS16525,1.006761755,0.023789726,0.202503736,WP_010954031.1,PP_3142,undecaprenyl-phosphate glucose phosphotransferase,,
gene-M8001_RS16530,0.026204565,0.929245939,0.985098832,WP_010954032.1,PP_3143,LysR substrate-binding domain-containing protein,,
gene-M8001_RS16535,1.134254599,0.000151759,0.005350541,WP_010954033.1,PP_3144,L-serine ammonia-lyase,,
gene-M8001_RS16545,0.303921894,0.329044488,0.703381459,WP_010954035.1,PP_3146,FAD-binding oxidoreductase,,
gene-M8001_RS16550,0.753933812,0.039073983,0.274043066,WP_010954036.1,PP_3147,polyamine ABC transporter substrate-binding protein,,
gene-M8001_RS16555,1.072313354,0.00241369,0.045467991,WP_010954037.1,PP_3148,glutamine synthetase family protein,,
gene-M8001_RS16570,0.460998263,0.222169133,0.594806842,WP_010954040.1,PP_3151,aldehyde dehydrogenase family protein,,
gene-M8001_RS16580,-0.049166866,0.821683809,0.953847856,WP_010954041.1,PP_3153,hypothetical protein,,
gene-M8001_RS16590,0.200724171,0.582735718,0.864576336,WP_010954043.1,PP_3155,TonB-dependent siderophore receptor,,
gene-M8001_RS16595,1.494434261,0.001564715,0.0327899,WP_010954044.1,PP_3156,universal stress protein,,
gene-M8001_RS16600,-0.515658236,0.12797956,0.475639132,WP_010954045.1,PP_3157,histidinol-phosphatase,,
gene-M8001_RS16615,-1.17593558,0.003649514,0.060497273,WP_010954047.1,PP_3159,benABC operon transcriptional activator BenR,,
gene-M8001_RS16630,1.86099106,0.003335887,0.057091783,WP_010954049.1,PP_3162,benzoate 1%2C2-dioxygenase small subunit,,
gene-M8001_RS16635,0.998248381,0.023953444,0.202904336,WP_010954050.1,PP_3163,benzoate 1%2C2-dioxygenase electron transfer component BenC,,
gene-M8001_RS16640,0.490109571,0.419684256,0.773001218,WP_010954051.1,PP_3164,1%2C6-dihydroxycyclohexa-2%2C4-diene-1-carboxylate dehydrogenase,,
gene-M8001_RS16645,1.231058523,0.001259684,0.028089866,WP_010954052.1,PP_3165,aromatic acid/H+ symport family MFS transporter,,
gene-M8001_RS16650,1.664743409,0.001212256,0.027476783,WP_010954053.1,PP_3166,catechol 1%2C2-dioxygenase,,
gene-M8001_RS16660,0.298329438,0.420432614,0.773435592,WP_010954055.1,PP_3168,OprD family porin,,
gene-M8001_RS16665,0.408942248,0.256654637,0.634402605,WP_010954056.1,PP_3169,metal-dependent hydrolase,,
gene-M8001_RS16670,0.063796158,0.871467771,0.968132601,WP_010954057.1,PP_3170,LysR family transcriptional regulator,,
gene-M8001_RS16675,-0.203626704,0.529583626,0.836340321,WP_010954058.1,PP_3171,LLM class flavin-dependent oxidoreductase,,
gene-M8001_RS16685,0.216012821,0.456889171,0.797408479,WP_010954059.1,PP_3173,alkene reductase,,
gene-M8001_RS16690,0.559062072,0.081474328,0.389315973,WP_010954060.1,PP_3174,aldo/keto reductase,,
gene-M8001_RS16695,1.1424559,0.062152063,0.342693688,WP_010954061.1,PP_3175,FAD-dependent oxidoreductase,,
gene-M8001_RS16700,0.499751362,0.43768187,0.78347307,WP_010954062.1,PP_3176,MFS transporter,,
gene-M8001_RS16710,0.136273361,0.640508074,0.887037703,WP_010954064.1,PP_3178,glycerate kinase,,
gene-M8001_RS16715,-0.344036733,0.295835982,0.671444221,WP_010954065.1,PP_3179,LysR substrate-binding domain-containing protein,,
gene-M8001_RS16720,0.411415025,0.482288292,0.812586473,WP_010954066.1,PP_3180,SMP-30/gluconolactonase/LRE family protein,,
gene-M8001_RS16735,0.572790771,0.377897701,0.7435408,WP_010954068.1,PP_3183,SCO family protein,,
gene-M8001_RS16740,0.091675054,0.80592538,0.945337486,WP_010954069.1,PP_3184,Ig-like domain-containing protein,,
gene-M8001_RS16745,0.475923639,0.173331865,0.545342438,WP_010954070.1,PP_3185,TenA family protein,,
gene-M8001_RS16755,0.11390479,0.701700586,0.90856854,WP_010954072.1,PP_3187,cytosine permease,,
gene-M8001_RS16765,0.30684146,0.346292994,0.717080126,WP_010954074.1,PP_3189,cytosine deaminase,,
gene-M8001_RS16770,0.017965696,0.914455369,0.979398218,WP_010954075.1,PP_3190,ornithine cyclodeaminase family protein,,
gene-M8001_RS16780,0.097641492,0.8322819,0.956784964,WP_010954077.1,PP_3192,PAS domain-containing protein,,
gene-M8001_RS16790,-0.12800808,0.830741909,0.956700791,WP_010954079.1,PP_3194,amidohydrolase family protein,,
gene-M8001_RS16800,-0.156454089,0.60316781,0.873297956,WP_010954081.1,PP_3196,LysR family transcriptional regulator,,
gene-M8001_RS16815,-0.047341634,0.824604871,0.955113922,WP_010954084.1,PP_3199,FAD-dependent oxidoreductase,,
gene-M8001_RS16830,-0.017612166,1,1,WP_010954086.1,PP_3201,YCF48-related protein,,
gene-M8001_RS16840,0.104964825,0.660140953,0.89540304,WP_010954088.1,PP_3203,MFS transporter,,
gene-M8001_RS16855,0.509159089,0.205608438,0.578940878,WP_010954090.1,PP_3205,fumarylacetoacetate hydrolase family protein,,
gene-M8001_RS16860,0.415614477,0.279792637,0.657137896,WP_010954091.1,PP_3206,NAD-dependent epimerase/dehydratase family protein,,
gene-M8001_RS16865,0.068948741,0.946064929,0.989849998,WP_010954092.1,PP_3207,cyclase family protein,,
gene-M8001_RS16870,0.38851483,0.269909819,0.649164552,WP_010954093.1,PP_3208,PDR/VanB family oxidoreductase,,
gene-M8001_RS16875,0.55610573,0.116998691,0.455936645,WP_010954094.1,PP_3209,amidohydrolase family protein,,
gene-M8001_RS16880,-0.379015926,0.29454321,0.670957276,WP_010954095.1,PP_3210,ABC transporter permease,,
gene-M8001_RS16885,-0.405355646,0.24126577,0.617555571,WP_010954096.1,PP_3211,ABC transporter ATP-binding protein,,
gene-M8001_RS16890,-0.513187514,0.174528771,0.546633329,WP_010954097.1,PP_3212,aromatic ring-hydroxylating dioxygenase subunit alpha,,
gene-M8001_RS16895,-0.619756682,0.112523703,0.44629821,WP_010954098.1,PP_3213,ABC transporter substrate-binding protein,,
gene-M8001_RS16900,-0.741184102,0.061762541,0.342119891,WP_010954099.1,PP_3214,membrane protein,,
gene-M8001_RS16910,0.05263063,0.87847073,0.968811458,WP_010954100.1,PP_3216,cysteine dioxygenase,,
gene-M8001_RS16915,0.348226611,0.377147172,0.742890731,WP_010954101.1,PP_3217,ABC transporter substrate-binding protein,,
gene-M8001_RS16920,-0.01585925,1,1,WP_010954102.1,PP_3218,LLM class flavin-dependent oxidoreductase,,
gene-M8001_RS16925,0.307046209,0.309096914,0.684869511,WP_010954103.1,PP_3219,LLM class flavin-dependent oxidoreductase,,
gene-M8001_RS16930,0.382548175,0.29402216,0.670838493,WP_010954104.1,PP_3220,ABC transporter ATP-binding protein,,
gene-M8001_RS16935,0.367227853,0.827912709,0.955285914,WP_010954105.1,PP_3221,ABC transporter permease,,
gene-M8001_RS16940,0.617514328,0.218371071,0.591848106,WP_010954106.1,PP_3222,ABC transporter permease,,
gene-M8001_RS16945,0.247278938,0.530819304,0.836738542,WP_010954107.1,PP_3223,ABC transporter substrate-binding protein,,
gene-M8001_RS16950,0.66467943,0.096413151,0.416006251,WP_010954108.1,PP_3224,class II aldolase/adducin family protein,,
gene-M8001_RS16955,0.261002602,0.649990219,0.890430287,WP_010954109.1,PP_3225,D-isomer specific 2-hydroxyacid dehydrogenase family protein,,
gene-M8001_RS16965,-0.268539719,0.34502953,0.716300815,WP_010954111.1,PP_3227,LysR family transcriptional regulator,,
gene-M8001_RS16970,-0.398340226,0.322482517,0.698314265,WP_010954112.1,PP_3228,ABC transporter substrate-binding protein,,
gene-M8001_RS16975,0.550906157,0.190070991,0.562132098,WP_010954113.1,PP_3229,aliphatic sulfonate ABC transporter substrate-binding protein,,
gene-M8001_RS16980,0.669347084,0.137326751,0.490802045,WP_010954114.1,PP_3230,phosphoribosyltransferase,,
gene-M8001_RS16985,0.877635975,0.043580209,0.288214867,WP_010954115.1,PP_3231,erythromycin esterase family protein,,
gene-M8001_RS16995,1.886475636,0.003033725,0.053825229,WP_010954117.1,PP_3233,Crp/Fnr family transcriptional regulator FnrB,,
