gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
psbM,psbM,BL107_RS04185,BL107_09111,Protein Homology,822167.0,822271.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789028.1,photosystem II reaction center protein PsbM,WP_009789028.1,"GO:0009538,GO:0009539","photosystem I reaction center|0009538||IEA,photosystem II reaction center|0009539||IEA",,,BL107_09111,822167.0,822271.0,+,CK_Syn_BL107_09111,psbM,"GO:0015979,GO:0009523",CK_00002551,J.8,Photosystem II,"NOG09653,bactNOG78048,cyaNOG04605","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosynthesis,photosynthesis,photosystem II",photosystem II reaction center protein PsbM,"TIGR03038,PF05151,IPR007826","photosystem II reaction center protein PsbM,Photosystem II reaction centre M protein (PsbM),Photosystem II PsbM",164,Energy metabolism / Photosynthesis,,
BL107_RS04190,,BL107_RS04190,BL107_09116,Protein Homology,822277.0,823125.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789029.1,universal stress protein,WP_009789029.1,,,,,BL107_09116,822277.0,823125.0,-,CK_Syn_BL107_09116,uspG,GO:0006950,CK_00001573,"D.1.4,D.1.8","Oxidative stress, Salinity","COG0589,bactNOG24017,bactNOG83390,bactNOG91168,bactNOG94138,cyaNOG00539","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,response to stress,universal stress family protein,"PF00582,IPR006016","Universal stress protein family,UspA",149,Cellular processes / Adaptations to atypical conditions,,
BL107_RS04195,,BL107_RS04195,BL107_09121,Protein Homology,823165.0,823623.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360620.1,thioesterase family protein,WP_037988054.1,,,,,BL107_09121,823165.0,823623.0,+,CK_Syn_BL107_09121,BL107_09121,,CK_00000572,R.3,Enzymes of unknown specificity,"COG0824,bactNOG86189,bactNOG41010,bactNOG86178,cyaNOG03095,cyaNOG07243","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,thioesterase superfamily protein,"PF03061,IPR006683","Thioesterase superfamily,Thioesterase domain",703,Unknown function / Enzymes of unknown specificity,,3.1.2.-
dprA,dprA,BL107_RS04200,BL107_09126,Protein Homology,823650.0,824723.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789031.1,DNA-processing protein DprA,WP_009789031.1,GO:0009294,,,DNA-mediated transformation|0009294||IEA,BL107_09126,823650.0,824723.0,+,CK_Syn_BL107_09126,dprA,GO:0009294,CK_00001400,"D.9,F.1","Transformation,DNA replication%2C recombination%2C and repair","COG0758,bactNOG01132,cyaNOG02310","COG: LU,bactNOG: U,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,DNA mediated transformation,DNA recombination-mediator protein A,"TIGR00732,PF02481,IPR003488","DNA protecting protein DprA,DNA recombination-mediator protein A,DNA recombination-mediator protein A","132,98","DNA metabolism / DNA replication%2C recombination%2C and repair,Cellular processes / DNA transformation",,
prmC,prmC,BL107_RS04205,BL107_09131,Protein Homology,824702.0,825610.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360618.1,peptide chain release factor N(5)-glutamine methyltransferase,WP_009789032.1,"GO:0006412,GO:0018364,GO:0008757",,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,"translation|0006412||IEA,peptidyl-glutamine methylation|0018364||IEA",BL107_09131,824702.0,825610.0,+,CK_Syn_BL107_09131,prmC,"GO:0006412,GO:0018364,GO:0008757",CK_00000573,,,"COG2890,bactNOG05410,cyaNOG00965","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.297,peptide chain release factor N5-glutamine methyltransferase%3B N5-glutamine S-adenosyl-L-methionine dependent methyltransferase%3B N5-glutamine MTase%3B HemK%3B PrmC,"translation,peptidyl-glutamine methylation,translation,peptidyl-glutamine methylation,S-adenosylmethionine-dependent methyltransferase activity",protein-(glutamine-N5) methyltransferase%2C release factor-specific,"TIGR00536,TIGR03534,PF13659,PS00092,IPR004556,IPR019874,IPR002052","methyltransferase%2C HemK family,protein-(glutamine-N5) methyltransferase%2C release factor-specific,Description not found.,N-6 Adenine-specific DNA methylases signature.,Methyltransferase HemK-like,Protein-(glutamine-N5) methyltransferase%2C release factor-specific,DNA methylase%2C N-6 adenine-specific%2C conserved site",703,Unknown function / Enzymes of unknown specificity,,2.1.1.297
BL107_RS04210,,BL107_RS04210,BL107_09136,Protein Homology,825607.0,826215.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789033.1,L-threonylcarbamoyladenylate synthase,WP_009789033.1,"GO:0000166,GO:0003725,GO:0005524,GO:0061710",,"nucleotide binding|0000166||IEA,double-stranded RNA binding|0003725||IEA,ATP binding|0005524||IEA,L-threonylcarbamoyladenylate synthase|0061710||IEA",,BL107_09136,825607.0,826215.0,+,CK_Syn_BL107_09136,tsaC,"GO:0070526,GO:0006364,GO:0006450,GO:0008033,GO:0042254,GO:0000049,GO:0003725,GO:0005524,GO:0016779,GO:0000166,GO:0003723,GO:0016740",CK_00000574,K.3,tRNA and rRNA base modification,"COG0009,bactNOG98829,bactNOG02645,bactNOG99534,cyaNOG02794,cyaNOG02891","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA threonylcarbamoyladenosine modification,rRNA processing,regulation of translational fidelity,tRNA processing,ribosome biogenesis,tRNA threonylcarbamoyladenosine modification,rRNA processing,regulation of translational fidelity,tRNA processing,ribosome biogenesis,tRNA binding,double-stranded RNA binding,ATP binding,nucleotidyltransferase activity,nucleotide binding,RNA binding,transferase activity",L-threonylcarbamoyladenylate synthase,"PF01300,PS51163,IPR006070","Telomere recombination,YrdC-like domain profile.,YrdC-like domain",168,Protein synthesis / tRNA and rRNA base modification,,2.7.7.87
BL107_RS12860,,BL107_RS12860,BL107_09141,Protein Homology,826212.0,826382.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789034.1,hypothetical protein,WP_009789034.1,,,,,BL107_09141,826212.0,826382.0,+,CK_Syn_BL107_09141,BL107_09141,GO:0016020,CK_00002552,R.2,Conserved hypothetical proteins,"NOG131385,bactNOG76530,cyaNOG08875","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,conserved membrane protein,,,156,Hypothetical proteins / Conserved,,
BL107_RS12170,,BL107_RS12170,BL107_09146,Protein Homology,826478.0,826708.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789035.1,helix-turn-helix transcriptional regulator,WP_009789035.1,"GO:0006355,GO:0003677",,DNA binding|0003677||IEA,regulation of DNA-templated transcription|0006355||IEA,BL107_09146,826478.0,826708.0,-,CK_Syn_BL107_09146,BL107_09146,"GO:0006355,GO:0003700,GO:0043565",CK_00002117,O,Signal transduction,"COG2197,COG2771,bactNOG75580,cyaNOG08048","COG: TK,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"regulation of transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,DNA-binding transcription factor activity,sequence-specific DNA binding",transcriptional regulator%2C LuxR family,"PF00196,PS50043,IPR000792","Bacterial regulatory proteins%2C luxR family,LuxR-type HTH domain profile.,Transcription regulator LuxR%2C C-terminal","92,141,165","Cellular processes / Other,Transport and binding proteins / Unknown substrate,Transcription / Transcription factors",,
minE,minE,BL107_RS04220,BL107_09151,Protein Homology,826726.0,827013.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360614.1,cell division topological specificity factor MinE,WP_009789036.1,"GO:0032955,GO:0051301",,,"regulation of division septum assembly|0032955||IEA,cell division|0051301||IEA",BL107_09151,826726.0,827013.0,-,CK_Syn_BL107_09151,minE,"GO:0000917,GO:0043093",CK_00000575,D.2,Cell division,"COG0851,bactNOG43889,bactNOG51027,bactNOG39115,cyaNOG03929","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis",cell division topological specificity factor MinE,"TIGR01215,PF03776,IPR005527","cell division topological specificity factor MinE,Septum formation topological specificity factor MinE,Cell division topological specificity factor MinE",93,Cellular processes / Cell division,,
minD,minD,BL107_RS04225,BL107_09156,Protein Homology,827018.0,827830.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789037.1,septum site-determining protein MinD,WP_009789037.1,"GO:0000918,GO:0016887",,ATP hydrolysis activity|0016887||IEA,division septum site selection|0000918||IEA,BL107_09156,827018.0,827830.0,-,CK_Syn_BL107_09156,minD,"GO:0000917,GO:0043093,GO:0016887",CK_00000576,D.2,Cell division,"COG2894,bactNOG05716,bactNOG02885,cyaNOG00815","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis,division septum assembly,FtsZ-dependent cytokinesis,ATPase activity",septum site-determining protein MinD,"TIGR01968,PF01656,IPR002586,IPR010223","septum site-determining protein MinD,CobQ/CobB/MinD/ParA nucleotide binding domain,CobQ/CobB/MinD/ParA nucleotide binding domain,ATP binding protein MinD%2C bacterial-type",93,Cellular processes / Cell division,,
minC,minC,BL107_RS04230,BL107_09161,Protein Homology,827888.0,828580.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789038.1,septum site-determining protein MinC,WP_009789038.1,"GO:0000917,GO:0032955,GO:0051302",,,"division septum assembly|0000917||IEA,regulation of division septum assembly|0032955||IEA,regulation of cell division|0051302||IEA",BL107_09161,827888.0,828580.0,-,CK_Syn_BL107_09161,minC,"GO:0000917,GO:0043093,GO:0004857",CK_00000577,D.2,Cell division,"COG0850,bactNOG38184,bactNOG27920,bactNOG41656,bactNOG17188,cyaNOG00588","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis,division septum assembly,FtsZ-dependent cytokinesis,enzyme inhibitor activity",septum formation inhibitor,"PF03775,IPR005526","Septum formation inhibitor MinC%2C C-terminal domain,Septum formation inhibitor MinC%2C C-terminal",93,Cellular processes / Cell division,,
BL107_RS04235,,BL107_RS04235,BL107_09166,Protein Homology,828544.0,829821.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789039.1,HD domain-containing protein,WP_009789039.1,"GO:0042578,GO:0046872",,"phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA",,BL107_09166,828544.0,829821.0,-,CK_Syn_BL107_09166,BL107_09166,"GO:0008081,GO:0046872",CK_00000578,R.2,Conserved hypothetical proteins,"COG1078,bactNOG04981,cyaNOG02175","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"phosphoric diester hydrolase activity,metal ion binding",HD domain-containing protein,"PF01966,IPR006674","HD domain,HD domain",156,Hypothetical proteins / Conserved,,
ctpZ,ctpZ,BL107_RS04240,BL107_09171,Protein Homology,829818.0,831107.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360610.1,carboxyl-terminal processing protease CtpZ,WP_050749863.1,,,,,BL107_09171,829818.0,831107.0,-,CK_Syn_BL107_09171,ctp,"GO:0006508,GO:0019132",CK_00008110,"L.2,L.4","Protein modification and repair,Degradation of proteins%2C peptides%2C and glycopeptides","COG0793,bactNOG55909,bactNOG03447,cyaNOG05618","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.4.21.-,,"proteolysis,proteolysis,obsolete C-terminal processing peptidase activity",carboxy-terminal processing peptidase,"TIGR00225,PF03572,PS50106,IPR005151,IPR001478,IPR004447","C-terminal processing peptidase,Peptidase family S41,PDZ domain profile.,Tail specific protease,PDZ domain,C-terminal-processing peptidase S41A","138,140","Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,Protein fate / Protein modification and repair",,
petB,petB,BL107_RS04245,BL107_09176,Protein Homology,831175.0,831831.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128825.1,cytochrome b6,WP_009789041.1,,,,,BL107_09176,831175.0,831831.0,+,CK_Syn_BL107_09176,petB,"GO:0009767,GO:0022900,GO:0045158,GO:0009512",CK_00000579,J.3,Cytochrome b6/f complex,"COG1290,bactNOG05294,cyaNOG06334,cyaNOG00104","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.10.9.1,Transferred to 7.1.1.6,"photosynthetic electron transport chain,electron transport chain,photosynthetic electron transport chain,electron transport chain,electron transporter%2C transferring electrons within cytochrome b6/f complex of photosystem II activity,photosynthetic electron transport chain,electron transport chain,electron transporter%2C transferring electrons within cytochrome b6/f complex of photosystem II activity,cytochrome b6f complex",cytochrome b6,"PF13631,PS51002,IPR005797","Cytochrome b(N-terminal)/b6/petB,Cytochrome b/b6 N-terminal region profile.,Cytochrome b/b6%2C N-terminal","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
petD,petD,BL107_RS04250,BL107_09181,Protein Homology,831871.0,832353.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010873379.1,cytochrome b6-f complex subunit IV,WP_009789042.1,"GO:0009767,GO:0045156,GO:0042651",thylakoid membrane|0042651||IEA,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity|0045156||IEA,photosynthetic electron transport chain|0009767||IEA,BL107_09181,831871.0,832353.0,+,CK_Syn_BL107_09181,petD,"GO:0009767,GO:0022900,GO:0009055,GO:0009512",CK_00000580,J.3,Cytochrome b6/f complex,"COG1290,bactNOG09840,bactNOG93164,cyaNOG00486","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.10.9.1,Transferred to 7.1.1.6,"photosynthetic electron transport chain,electron transport chain,photosynthetic electron transport chain,electron transport chain,electron transfer activity,photosynthetic electron transport chain,electron transport chain,electron transfer activity,cytochrome b6f complex",cytochrome b6/f complex subunit 4,"TIGR01156,PF00032,PS51003,IPR005870,IPR005798","cytb6/f complex subunit IV,Cytochrome b(C-terminal)/b6/petD,Cytochrome b/b6 C-terminal region profile.,Cytochrome b6/f complex%2C subunit IV,Cytochrome b/b6%2C C-terminal","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
BL107_RS04255,,BL107_RS04255,BL107_09186,Protein Homology,832432.0,833889.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789043.1,glycoside hydrolase 100 family protein,WP_009789043.1,,,,,BL107_09186,832432.0,833889.0,-,CK_Syn_BL107_09186,invA,GO:0010131,CK_00000581,G.8, Glycogen and sugar metabolism,"NOG04872,COG2987,bactNOG14355,bactNOG24746,cyaNOG00634,cyaNOG02282","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",3.2.1.26,beta-fructofuranosidase%3B invertase%3B saccharase%3B glucosucrase%3B beta-h-fructosidase%3B beta-fructosidase%3B invertin%3B sucrase%3B maxinvert L 1000%3B fructosylinvertase%3B alkaline invertase%3B acid invertase,obsolete sucrose catabolic process%2C using invertase or sucrose synthase,alkaline and neutral invertase,"PF12899,IPR024746","Alkaline and neutral invertase,Glycosyl hydrolase family 100",144,Transport and binding proteins / Carbohydrates%2C organic alcohols%2C and acids,,
