Synonym,Product,Expression  9313 t=20+0.01,Expression  9313+ diluted 1a3 T=20  +0.01,q Value,log 2 fold change coculture/axenic
PMT0968,hypothetical protein,8.01,0.01,1,-9.645658432
PMT0991,tRNA synthetase class I (E and Q),8.01,0.01,1,-9.645658432
PMT1017,hypothetical protein,8.01,0.01,1,-9.645658432
PMT1609,DNA-3-methyladenine glycosylase,8.01,0.01,1,-9.645658432
PMT0504,endonuclease,9.01,0.01,1,-9.815383296
PMT0637,hypothetical protein,9.01,0.01,1,-9.815383296
PMT0690,hypothetical protein,9.01,0.01,1,-9.815383296
PMT0861,hypothetical protein,9.01,0.01,1,-9.815383296
PMT0918,hypothetical protein,9.01,0.01,1,-9.815383296
PMT0930,hypothetical protein,9.01,0.01,1,-9.815383296
PMT1950,hypothetical protein,9.01,0.01,1,-9.815383296
PMT2015,hypothetical protein,9.01,0.01,1,-9.815383296
PMT0304,hypothetical protein,10.01,0.01,1,-9.967226259
PMT0599,cytidine/deoxycytidylate deaminase,10.01,0.01,1,-9.967226259
PMT0759,hypothetical protein,10.01,0.01,1,-9.967226259
PMT0841,hypothetical protein,10.01,0.01,1,-9.967226259
PMT1014,hypothetical protein,10.01,0.01,1,-9.967226259
PMT1681,bilin biosynthesis protein cpeZ,10.01,0.01,1,-9.967226259
PMT1801,hypothetical protein,10.01,0.01,1,-9.967226259
PMT2079,hypothetical protein,10.01,0.01,1,-9.967226259
PMT0373,hypothetical protein,11.01,0.01,1,-10.10459875
PMT0786,16S ribosomal RNA methyltransferase RsmE,11.01,0.01,1,-10.10459875
PMT0882,hypothetical protein,11.01,0.01,1,-10.10459875
PMT0910,pfkB family carbohydrate kinase,11.01,0.01,1,-10.10459875
PMT2048,S-adenosyl-methyltransferase MraW,11.01,0.01,1,-10.10459875
PMT2105,3-hydroxyisobutyrate dehydrogenase,11.01,0.01,1,-10.10459875
PMT1561,hypothetical protein,12.01,0.01,1,-10.23002044
PMT2122,REJ domain-containing protein,12.01,0.01,1,-10.23002044
PMT0306,hypothetical protein,13.01,0.01,1,-10.34540525
PMT0477,hypothetical protein,13.01,0.01,1,-10.34540525
PMT0813,hypothetical protein,13.01,0.01,1,-10.34540525
PMT0987,hypothetical protein,13.01,0.01,1,-10.34540525
PMT1184,hypothetical protein,13.01,0.01,1,-10.34540525
PMT1280,hypothetical protein,13.01,0.01,1,-10.34540525
PMT1464,hypothetical protein,13.01,0.01,1,-10.34540525
PMT1765,hypothetical protein,13.01,0.01,1,-10.34540525
PMT0133,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,14.01,0.01,1,-10.45224124
PMT0712,N-acetylmuramoyl-L-alanine amidase,14.01,0.01,1,-10.45224124
PMT0733,hypothetical protein,14.01,0.01,1,-10.45224124
PMT1221,hypothetical protein,14.01,0.01,1,-10.45224124
PMT0816,dihydropteroate synthase,15.01,0.01,1,-10.55170826
PMT1478,7-cyano-7-deazaguanine reductase,15.01,0.01,1,-10.55170826
PMT2023,hypothetical protein,15.01,0.01,1,-10.55170826
PMT0810,adenine phosphoribosyltransferase,16.01,0.01,1,-10.64475759
PMT0879,chromatin organization protein,16.01,0.01,1,-10.64475759
PMT1380,hypothetical protein,16.01,0.01,1,-10.64475759
PMT2201,ABC transporter,16.01,0.01,1,-10.64475759
PMT0490,acylamino-acid-releasing protein,17.01,0.01,1,-10.73216743
PMT0621,dimethyladenosine transferase,17.01,0.01,1,-10.73216743
PMT0870,hypothetical protein,17.01,0.01,1,-10.73216743
PMT0963,hypothetical protein,17.01,0.01,1,-10.73216743
PMT0919,hypothetical protein,18.01,0.01,1,-10.81458247
PMT1286,glycosyl hydrolase family protein,18.01,0.01,1,-10.81458247
PMT2042,pseudouridine synthase,18.01,0.01,1,-10.81458247
PMT0947,hypothetical protein,19.01,0.01,1,-10.89254282
PMT0976,hypothetical protein,19.01,0.01,1,-10.89254282
PMT1279,carboxypeptidase Taq (M32) metallopeptidase,19.01,0.01,1,-10.89254282
PMT2069,class-I aminotransferase,19.01,0.01,1,-10.89254282
PMT0274,imidazole glycerol phosphate synthase subunit HisF,20.01,0.01,1,-10.96650545
PMT0288,hypothetical protein,20.01,0.01,1,-10.96650545
PMT0949,hypothetical protein,20.01,0.01,1,-10.96650545
PMT1027,Signal peptidase I,20.01,0.01,1,-10.96650545
PMT2218,Dps family protein,20.01,0.01,1,-10.96650545
PMT0161,hypothetical protein,21.01,0.01,1,-11.03686045
PMT0285,M20/M25/M40 family peptidase,21.01,0.01,1,-11.03686045
PMT1288,hypothetical protein,21.01,0.01,1,-11.03686045
PMT0035,Squash family serine protease inhibitor,22.01,0.01,1,-11.10394343
PMT0277,hypothetical protein,22.01,0.01,1,-11.10394343
PMT0383,carbohydrate phosphorylase,22.01,0.01,1,-11.10394343
PMT0610,hypothetical protein,22.01,0.01,1,-11.10394343
PMT0303,kelch motif-containing protein,23.01,0.01,1,-11.16804527
PMT0811,hypothetical protein,23.01,0.01,1,-11.16804527
PMT1263,CutA1 divalent ion tolerance protein,23.01,0.01,1,-11.16804527
PMT1657,hypothetical protein,23.01,0.01,1,-11.16804527
PMT2101,UDP-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase,23.01,0.01,1,-11.16804527
PMT0533,type 4 prepilin peptidase,24.01,0.01,1,-11.22941969
PMT0635,SOS mutagenesis protein UmuD,24.01,0.01,1,-11.22941969
PMT0971,bZIP transcription factor,24.01,0.01,1,-11.22941969
PMT0166,hypothetical protein,25.01,0.01,1,-11.28828934
PMT0593,hypothetical protein,25.01,0.01,1,-11.28828934
PMT1548,DnaJ3 protein,25.01,0.01,1,-11.28828934
PMT0732,ATP adenylyltransferase,26.01,0.01,1,-11.34485068
PMT0788,ABC transporter ATP-binding protein,26.01,0.01,1,-11.34485068
PMT1455,imidazoleglycerol-phosphate dehydratase,26.01,0.01,1,-11.34485068
PMT1655,LuxR family transcriptional regulator,26.01,0.01,1,-11.34485068
PMT1091,pyridoxine 5'-phosphate synthase,27.01,0.01,1,-11.39927792
PMT0238,DNA polymerase III subunit beta,28.01,0.01,1,-11.45172627
PMT0702,phosphate ABC transporter,28.01,0.01,1,-11.45172627
PMT2192,protein phosphatase 2A regulatory B s,28.01,0.01,1,-11.45172627
PMT0404,hypothetical protein,29.01,0.01,1,-11.50233458
PMT1073,hypothetical protein,29.01,0.01,1,-11.50233458
PMT1486,major facilitator superfamily multidrug-efflux transporter,29.01,0.01,1,-11.50233458
PMT0629,hypothetical protein,32.01,0.01,1,-11.64430696
PMT1084,sugar-phosphate nucleotidyl transferase,32.01,0.01,1,-11.64430696
PMT0435,dihydroneopterin aldolase,33.01,0.01,1,-11.68868742
PMT0595,lipoprotein signal peptidase,33.01,0.01,1,-11.68868742
PMT1786,chorismate mutase-prephenate dehydratase,33.01,0.01,1,-11.68868742
PMT1999,hypothetical protein,34.01,0.01,1,-11.73174329
PMT0594,hypothetical protein,52.01,0.01,1,-12.34457332
PMT0305,hypothetical protein,54.01,0.01,1,-12.39901083
PMT1105,phosphoglycerate mutase family protein,58.01,0.01,1,-12.5020859
PMT0228,hypothetical protein,135.01,0.01,1,-13.72077865
PMT1206,carboxysome shell protein CsoS1,180.01,0.01,1,-14.13578943
