seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags,ec_numbers
NC_010475.1,SYNPCC7002_RS08985,,SYNPCC7002_RS08985,SYNPCC7002_A1793,Protein Homology,1878995,1880239,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307404.1,MFS transporter,WP_012307404.1,"GO:0055085,GO:0022857,GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SYNPCC7002_A1793,
NC_010475.1,SYNPCC7002_RS08990,,SYNPCC7002_RS08990,SYNPCC7002_A1794,Protein Homology,1880460,1880864,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012595575.1,NIL domain-containing protein,WP_012307405.1,,,,,SYNPCC7002_A1794,
NC_010475.1,SYNPCC7002_RS08995,,SYNPCC7002_RS08995,SYNPCC7002_A1795,Protein Homology,1881122,1881748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307406.1,DUF2059 domain-containing protein,WP_012307406.1,,,,,SYNPCC7002_A1795,
NC_010475.1,SYNPCC7002_RS09000,,SYNPCC7002_RS09000,SYNPCC7002_A1796,Protein Homology,1881910,1882245,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002741682.1,ribulose bisphosphate carboxylase small subunit,WP_012307407.1,,,,,SYNPCC7002_A1796,
NC_010475.1,SYNPCC7002_RS09005,,SYNPCC7002_RS09005,SYNPCC7002_A1797,Protein Homology,1882276,1882680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307408.1,chaperonin family protein RbcX,WP_012307408.1,,,,,SYNPCC7002_A1797,
NC_010475.1,SYNPCC7002_RS09010,,SYNPCC7002_RS09010,SYNPCC7002_A1798,Protein Homology,1882749,1884164,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002753365.1,form I ribulose bisphosphate carboxylase large subunit,WP_012307409.1,,,,,SYNPCC7002_A1798,
NC_010475.1,SYNPCC7002_RS09015,,SYNPCC7002_RS09015,SYNPCC7002_A1799,Protein Homology,1884637,1885344,-,,,COORDINATES: protein motif:HMM:NF012360.5,carbon dioxide concentrating mechanism protein,WP_012307410.1,,,,,SYNPCC7002_A1799,
NC_010475.1,SYNPCC7002_RS09020,,SYNPCC7002_RS09020,SYNPCC7002_A1800,Protein Homology,1885447,1887432,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307411.1,ribulose bisphosphate carboxylase small subunit,WP_012307411.1,,,,,SYNPCC7002_A1800,
NC_010475.1,SYNPCC7002_RS09025,,SYNPCC7002_RS09025,SYNPCC7002_A1801,Protein Homology,1887567,1887866,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307412.1,EutN/CcmL family microcompartment protein,WP_012307412.1,,,,,SYNPCC7002_A1801,
NC_010475.1,SYNPCC7002_RS09030,,SYNPCC7002_RS09030,SYNPCC7002_A1802,Protein Homology,1887902,1888240,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002733426.1,carbon dioxide-concentrating mechanism protein CcmK,WP_012307413.1,,,,,SYNPCC7002_A1802,
NC_010475.1,SYNPCC7002_RS09035,,SYNPCC7002_RS09035,SYNPCC7002_A1803,Protein Homology,1888337,1888648,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019504425.1,carbon dioxide-concentrating mechanism protein CcmK,WP_012307414.1,,,,,SYNPCC7002_A1803,
NC_010475.1,SYNPCC7002_RS09040,,SYNPCC7002_RS09040,SYNPCC7002_A1804,Protein Homology,1889003,1890679,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307415.1,SulP family inorganic anion transporter,WP_012307415.1,"GO:0015103,GO:0016020",membrane|0016020||IEA,inorganic anion transmembrane transporter activity|0015103||IEA,,SYNPCC7002_A1804,
NC_010475.1,SYNPCC7002_RS09045,,SYNPCC7002_RS09045,SYNPCC7002_A1805,Protein Homology,1891086,1892984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307416.1,NAD(P)H-quinone oxidoreductase subunit F,WP_012307416.1,,,,,SYNPCC7002_A1805,
NC_010475.1,SYNPCC7002_RS09050,,SYNPCC7002_RS09050,SYNPCC7002_A1806,Protein Homology,1893039,1894520,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307417.1,NADH-quinone oxidoreductase subunit M,WP_012307417.1,,,,,SYNPCC7002_A1806,
NC_010475.1,SYNPCC7002_RS09055,,SYNPCC7002_RS09055,SYNPCC7002_A1807,Protein Homology,1894552,1895688,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307418.1,CO2 hydration protein,WP_041443893.1,,,,,SYNPCC7002_A1807,
NC_010475.1,speA,speA,SYNPCC7002_RS09060,SYNPCC7002_A1808,Protein Homology,1895785,1897719,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307419.1,biosynthetic arginine decarboxylase,WP_012307419.1,"GO:0006527,GO:0008792",,arginine decarboxylase activity|0008792||IEA,arginine catabolic process|0006527||IEA,SYNPCC7002_A1808,4.1.1.19
NC_010475.1,SYNPCC7002_RS09065,,SYNPCC7002_RS09065,SYNPCC7002_A1810,Protein Homology,1898002,1898760,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307421.1,hypothetical protein,WP_041443538.1,,,,,SYNPCC7002_A1810,
NC_010475.1,SYNPCC7002_RS09070,,SYNPCC7002_RS09070,SYNPCC7002_A1811,Protein Homology,1898811,1900073,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307422.1,SufS family cysteine desulfurase,WP_012307422.1,"GO:0006534,GO:0016226,GO:0030170,GO:0031071",,"pyridoxal phosphate binding|0030170||IEA,cysteine desulfurase activity|0031071||IEA","cysteine metabolic process|0006534||IEA,iron-sulfur cluster assembly|0016226||IEA",SYNPCC7002_A1811,2.8.1.7
NC_010475.1,sufD,sufD,SYNPCC7002_RS09075,SYNPCC7002_A1812,Protein Homology,1900131,1901489,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307423.1,Fe-S cluster assembly protein SufD,WP_012307423.1,GO:0016226,,,iron-sulfur cluster assembly|0016226||IEA,SYNPCC7002_A1812,
NC_010475.1,sufC,sufC,SYNPCC7002_RS09080,SYNPCC7002_A1813,Protein Homology,1901492,1902265,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307424.1,Fe-S cluster assembly ATPase SufC,WP_012307424.1,"GO:0016226,GO:0005524",,ATP binding|0005524||IEA,iron-sulfur cluster assembly|0016226||IEA,SYNPCC7002_A1813,
NC_010475.1,sufB,sufB,SYNPCC7002_RS09085,SYNPCC7002_A1814,Protein Homology,1902332,1903771,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006511582.1,Fe-S cluster assembly protein SufB,WP_012307425.1,GO:0016226,,,iron-sulfur cluster assembly|0016226||IEA,SYNPCC7002_A1814,
NC_010475.1,sufR,sufR,SYNPCC7002_RS09090,SYNPCC7002_A1815,Protein Homology,1903950,1904606,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307426.1,iron-sulfur cluster biosynthesis transcriptional regulator SufR,WP_041443540.1,"GO:0006355,GO:0016226,GO:0140110",,transcription regulator activity|0140110||IEA,"regulation of DNA-templated transcription|0006355||IEA,iron-sulfur cluster assembly|0016226||IEA",SYNPCC7002_A1815,
NC_010475.1,SYNPCC7002_RS09095,,SYNPCC7002_RS09095,SYNPCC7002_A1816,Protein Homology,1904620,1905453,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307427.1,DNA-formamidopyrimidine glycosylase,WP_012307427.1,,,,,SYNPCC7002_A1816,3.2.2.23
NC_010475.1,SYNPCC7002_RS09100,,SYNPCC7002_RS09100,SYNPCC7002_A1817,Protein Homology,1905561,1905971,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307428.1,type II toxin-antitoxin system VapC family toxin,WP_012307428.1,,,,,SYNPCC7002_A1817,
NC_010475.1,SYNPCC7002_RS17350,,SYNPCC7002_RS17350,SYNPCC7002_A1818,Protein Homology,1905968,1906303,-,,,COORDINATES: protein motif:HMM:NF013561.5,ribbon-helix-helix protein%2C CopG family,WP_397427712.1,GO:0006355,,,regulation of DNA-templated transcription|0006355||IEA,SYNPCC7002_A1818,
NC_010475.1,SYNPCC7002_RS09110,,SYNPCC7002_RS09110,SYNPCC7002_A1819,Protein Homology,1906348,1907295,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307430.1,NAD-dependent epimerase/dehydratase family protein,WP_012307430.1,GO:0003824,,catalytic activity|0003824||IEA,,SYNPCC7002_A1819,
NC_010475.1,SYNPCC7002_RS09115,,SYNPCC7002_RS09115,SYNPCC7002_A1820,Protein Homology,1907330,1907812,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307431.1,Tab2 family RNA-binding protein,WP_012307431.1,,,,,SYNPCC7002_A1820,
NC_010475.1,SYNPCC7002_RS09120,,SYNPCC7002_RS09120,SYNPCC7002_A1821,Protein Homology,1907960,1908124,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307432.1,NblA/ycf18 family protein,WP_012307432.1,,,,,SYNPCC7002_A1821,
NC_010475.1,SYNPCC7002_RS09125,,SYNPCC7002_RS09125,SYNPCC7002_A1822,Protein Homology,1908353,1908949,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307433.1,phycobiliprotein lyase,WP_012307433.1,,,,,SYNPCC7002_A1822,
NC_010475.1,rpsO,rpsO,SYNPCC7002_RS09130,SYNPCC7002_A1823,Protein Homology,1909095,1909364,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002738807.1,30S ribosomal protein S15,WP_012307434.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,SYNPCC7002_A1823,
NC_010475.1,SYNPCC7002_RS09135,,SYNPCC7002_RS09135,SYNPCC7002_A1824,Protein Homology,1909380,1909859,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307435.1,PAM68 family protein,WP_012307435.1,,,,,SYNPCC7002_A1824,
NC_010475.1,aroF,aroF,SYNPCC7002_RS09140,SYNPCC7002_A1825,Protein Homology,1910084,1911139,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307436.1,3-deoxy-7-phosphoheptulonate synthase,WP_012307436.1,"GO:0009423,GO:0003849",,3-deoxy-7-phosphoheptulonate synthase activity|0003849||IEA,chorismate biosynthetic process|0009423||IEA,SYNPCC7002_A1825,2.5.1.54
NC_010475.1,thiO,thiO,SYNPCC7002_RS17300,SYNPCC7002_A1826,Protein Homology,1911294,1913267,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015135351.1,glycine oxidase ThiO,WP_041443897.1,"GO:0016647,GO:0050660",,"oxidoreductase activity%2C acting on the CH-NH group of donors%2C oxygen as acceptor|0016647||IEA,flavin adenine dinucleotide binding|0050660||IEA",,SYNPCC7002_A1826,1.4.3.19
NC_010475.1,SYNPCC7002_RS09150,,SYNPCC7002_RS09150,SYNPCC7002_A1827,Protein Homology,1913448,1915007,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307438.1,ferredoxin--nitrite reductase,WP_012307438.1,,,,,SYNPCC7002_A1827,1.7.7.1
NC_010475.1,hemF,hemF,SYNPCC7002_RS09155,SYNPCC7002_A1828,Protein Homology,1915691,1916725,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307439.1,oxygen-dependent coproporphyrinogen oxidase,WP_012307439.1,"GO:0006779,GO:0004109",,coproporphyrinogen oxidase activity|0004109||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,SYNPCC7002_A1828,1.3.3.3
NC_010475.1,panB,panB,SYNPCC7002_RS09160,SYNPCC7002_A1829,Protein Homology,1916949,1917737,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307440.1,3-methyl-2-oxobutanoate hydroxymethyltransferase,WP_012307440.1,"GO:0015940,GO:0003864",,3-methyl-2-oxobutanoate hydroxymethyltransferase activity|0003864||IEA,pantothenate biosynthetic process|0015940||IEA,SYNPCC7002_A1829,2.1.2.11
NC_010475.1,lnt,lnt,SYNPCC7002_RS09165,SYNPCC7002_A1830,Protein Homology,1917694,1919358,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307441.1,apolipoprotein N-acyltransferase,WP_238986473.1,"GO:0042158,GO:0016410,GO:0016020",membrane|0016020||IEA,N-acyltransferase activity|0016410||IEA,lipoprotein biosynthetic process|0042158||IEA,SYNPCC7002_A1830,2.3.1.269
NC_010475.1,SYNPCC7002_RS09170,,SYNPCC7002_RS09170,SYNPCC7002_A1831,Protein Homology,1919456,1919797,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307442.1,DUF760 domain-containing protein,WP_012307442.1,,,,,SYNPCC7002_A1831,
NC_010475.1,SYNPCC7002_RS09175,,SYNPCC7002_RS09175,SYNPCC7002_A1832,Protein Homology,1919984,1920940,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012267117.1,RNA polymerase sigma factor%2C RpoD/SigA family,WP_012307443.1,"GO:0006352,GO:0003677,GO:0016987",,"DNA binding|0003677||IEA,sigma factor activity|0016987||IEA",DNA-templated transcription initiation|0006352||IEA,SYNPCC7002_A1832,
NC_010475.1,SYNPCC7002_RS09180,,SYNPCC7002_RS09180,SYNPCC7002_A1833,Protein Homology,1921248,1921955,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307444.1,TerC family protein,WP_012307444.1,GO:0005886,plasma membrane|0005886||IEA,,,SYNPCC7002_A1833,
NC_010475.1,psaM,psaM,SYNPCC7002_RS09185,SYNPCC7002_A1834,Protein Homology,1922239,1922334,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015119763.1,photosystem I reaction center subunit XII,WP_012307445.1,"GO:0015979,GO:0009538",photosystem I reaction center|0009538||IEA,,photosynthesis|0015979||IEA,SYNPCC7002_A1834,
NC_010475.1,SYNPCC7002_RS09190,,SYNPCC7002_RS09190,SYNPCC7002_A1835,Protein Homology,1922413,1923141,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307446.1,2-phosphosulfolactate phosphatase family protein,WP_012307446.1,,,,,SYNPCC7002_A1835,
NC_010475.1,SYNPCC7002_RS09195,,SYNPCC7002_RS09195,SYNPCC7002_A1836,Protein Homology,1923305,1923730,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015132794.1,Fur family transcriptional regulator,WP_030006386.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,SYNPCC7002_A1836,
NC_010475.1,SYNPCC7002_RS09200,,SYNPCC7002_RS09200,SYNPCC7002_A1837,Protein Homology,1924388,1925605,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002761074.1,ABC transporter substrate-binding protein,WP_041443542.1,GO:0043190,ATP-binding cassette (ABC) transporter complex|0043190||IEA,,,SYNPCC7002_A1837,
NC_010475.1,acs,acs,SYNPCC7002_RS09205,SYNPCC7002_A1838,Protein Homology,1925703,1927667,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307449.1,acetate--CoA ligase,WP_012307449.1,"GO:0019427,GO:0003987,GO:0016208",,"acetate-CoA ligase activity|0003987||IEA,AMP binding|0016208||IEA",acetyl-CoA biosynthetic process from acetate|0019427||IEA,SYNPCC7002_A1838,6.2.1.1
NC_010475.1,SYNPCC7002_RS09210,,SYNPCC7002_RS09210,SYNPCC7002_A1839,GeneMarkS-2+,1927805,1929154,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012307450.1,,,,,SYNPCC7002_A1839,
NC_010475.1,SYNPCC7002_RS09215,,SYNPCC7002_RS09215,SYNPCC7002_A1840,Protein Homology,1929285,1929950,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307451.1,nuclease-related domain-containing protein,WP_012307451.1,"GO:0003677,GO:0004519",,"DNA binding|0003677||IEA,endonuclease activity|0004519||IEA",,SYNPCC7002_A1840,
NC_010475.1,SYNPCC7002_RS09220,,SYNPCC7002_RS09220,SYNPCC7002_A1841,Protein Homology,1930070,1930666,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307452.1,nitroreductase family protein,WP_012307452.1,,,,,SYNPCC7002_A1841,
NC_010475.1,SYNPCC7002_RS09225,,SYNPCC7002_RS09225,SYNPCC7002_A1842,Protein Homology,1930663,1931328,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307453.1,cytochrome b/b6 domain-containing protein,WP_012307453.1,"GO:0009055,GO:0016020",membrane|0016020||IEA,electron transfer activity|0009055||IEA,,SYNPCC7002_A1842,
NC_010475.1,SYNPCC7002_RS09230,,SYNPCC7002_RS09230,SYNPCC7002_A1843,Protein Homology,1931403,1933373,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307454.1,AarF/ABC1/UbiB kinase family protein,WP_012307454.1,,,,,SYNPCC7002_A1843,
NC_010475.1,SYNPCC7002_RS09235,,SYNPCC7002_RS09235,SYNPCC7002_A1844,Protein Homology,1933490,1934827,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307455.1,S41 family peptidase,WP_049761732.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,SYNPCC7002_A1844,
NC_010475.1,remA,remA,SYNPCC7002_RS09240,SYNPCC7002_A1845,Protein Homology,1935566,1935838,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307456.1,extracellular matrix/biofilm regulator RemA,WP_012307456.1,GO:0003677,,DNA binding|0003677||IEA,,SYNPCC7002_A1845,
NC_010475.1,gmk,gmk,SYNPCC7002_RS09245,SYNPCC7002_A1846,Protein Homology,1935874,1936428,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307457.1,guanylate kinase,WP_012307457.1,"GO:0006163,GO:0004385",,guanylate kinase activity|0004385||IEA,purine nucleotide metabolic process|0006163||IEA,SYNPCC7002_A1846,2.7.4.8
NC_010475.1,clpP,clpP,SYNPCC7002_RS09250,SYNPCC7002_A1847,Protein Homology,1936507,1937103,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307458.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_012307458.1,"GO:0006508,GO:0004176,GO:0004252,GO:0009368",endopeptidase Clp complex|0009368||IEA,"ATP-dependent peptidase activity|0004176||IEA,serine-type endopeptidase activity|0004252||IEA",proteolysis|0006508||IEA,SYNPCC7002_A1847,3.4.21.92
NC_010475.1,SYNPCC7002_RS09255,,SYNPCC7002_RS09255,SYNPCC7002_A1848,Protein Homology,1937157,1937969,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307459.1,class I SAM-dependent methyltransferase,WP_012307459.1,"GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",,SYNPCC7002_A1848,2.1.1.-
NC_010475.1,lexA,lexA,SYNPCC7002_RS09260,SYNPCC7002_A1849,Protein Homology,1938280,1938897,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307460.1,transcriptional repressor LexA,WP_012307460.1,"GO:0009432,GO:0045892,GO:0004252",,serine-type endopeptidase activity|0004252||IEA,"SOS response|0009432||IEA,negative regulation of DNA-templated transcription|0045892||IEA",SYNPCC7002_A1849,3.4.21.88
NC_010475.1,SYNPCC7002_RS09265,,SYNPCC7002_RS09265,SYNPCC7002_A1850,Protein Homology,1938991,1939269,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307461.1,DUF1816 domain-containing protein,WP_012307461.1,,,,,SYNPCC7002_A1850,
NC_010475.1,SYNPCC7002_RS09270,,SYNPCC7002_RS09270,SYNPCC7002_A1851,Protein Homology,1939549,1939908,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307462.1,ferredoxin-thioredoxin reductase catalytic domain-containing protein,WP_012307462.1,GO:0016730,,oxidoreductase activity%2C acting on iron-sulfur proteins as donors|0016730||IEA,,SYNPCC7002_A1851,
NC_010475.1,SYNPCC7002_RS09275,,SYNPCC7002_RS09275,SYNPCC7002_A1852,Protein Homology,1939914,1940297,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307463.1,DUF309 domain-containing protein,WP_012307463.1,,,,,SYNPCC7002_A1852,
NC_010475.1,SYNPCC7002_RS09280,,SYNPCC7002_RS09280,SYNPCC7002_A1853,Protein Homology,1940317,1941555,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307464.1,lipid-A-disaccharide synthase-related protein,WP_012307464.1,,,,,SYNPCC7002_A1853,
NC_010475.1,SYNPCC7002_RS09285,,SYNPCC7002_RS09285,SYNPCC7002_A1854,Protein Homology,1941559,1942179,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307465.1,YqiA/YcfP family alpha/beta fold hydrolase,WP_012307465.1,,,,,SYNPCC7002_A1854,
NC_010475.1,SYNPCC7002_RS09290,,SYNPCC7002_RS09290,SYNPCC7002_A1855,Protein Homology,1942251,1942838,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307466.1,Uma2 family endonuclease,WP_012307466.1,,,,,SYNPCC7002_A1855,
NC_010475.1,recG,recG,SYNPCC7002_RS09295,SYNPCC7002_A1856,Protein Homology,1943024,1945492,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307467.1,ATP-dependent DNA helicase RecG,WP_012307467.1,,,,,SYNPCC7002_A1856,3.6.4.12
NC_010475.1,SYNPCC7002_RS09300,,SYNPCC7002_RS09300,SYNPCC7002_A1857,Protein Homology,1945489,1946334,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307468.1,DMT family transporter,WP_012307468.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SYNPCC7002_A1857,
NC_010475.1,SYNPCC7002_RS09305,,SYNPCC7002_RS09305,SYNPCC7002_A1858,Protein Homology,1946574,1947212,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307469.1,DUF3386 domain-containing protein,WP_012307469.1,,,,,SYNPCC7002_A1858,
NC_010475.1,SYNPCC7002_RS09310,,SYNPCC7002_RS09310,SYNPCC7002_A1859,Protein Homology,1947253,1948965,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307470.1,bifunctional diguanylate cyclase/phosphodiesterase,WP_012307470.1,,,,,SYNPCC7002_A1859,
NC_010475.1,pap,pap,SYNPCC7002_RS09315,SYNPCC7002_A1860,Protein Homology,1949292,1950803,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015135359.1,polyphosphate:AMP phosphotransferase,WP_041443545.1,"GO:0006797,GO:0043751",,polyphosphate:AMP phosphotransferase activity|0043751||IEA,polyphosphate metabolic process|0006797||IEA,SYNPCC7002_A1860,2.7.4.33
NC_010475.1,SYNPCC7002_RS09320,,SYNPCC7002_RS09320,SYNPCC7002_A1861,Protein Homology,1951045,1951725,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307472.1,Crp/Fnr family transcriptional regulator,WP_012307472.1,"GO:0006355,GO:0003700,GO:0030552",,"DNA-binding transcription factor activity|0003700||IEA,cAMP binding|0030552||IEA",regulation of DNA-templated transcription|0006355||IEA,SYNPCC7002_A1861,
NC_010475.1,SYNPCC7002_RS09325,,SYNPCC7002_RS09325,SYNPCC7002_A1862,Protein Homology,1951742,1953544,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307473.1,M61 family metallopeptidase,WP_012307473.1,,,,,SYNPCC7002_A1862,
NC_010475.1,SYNPCC7002_RS09330,,SYNPCC7002_RS09330,SYNPCC7002_A1863,Protein Homology,1953606,1954520,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012596068.1,branched-chain amino acid transaminase,WP_012307474.1,"GO:0009081,GO:0004084",,branched-chain-amino-acid transaminase activity|0004084||IEA,branched-chain amino acid metabolic process|0009081||IEA,SYNPCC7002_A1863,2.6.1.42
NC_010475.1,gloB,gloB,SYNPCC7002_RS09335,SYNPCC7002_A1864,Protein Homology,1954591,1955370,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012595723.1,hydroxyacylglutathione hydrolase,WP_012307475.1,"GO:0019243,GO:0004416",,hydroxyacylglutathione hydrolase activity|0004416||IEA,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione|0019243||IEA,SYNPCC7002_A1864,3.1.2.6
NC_010475.1,glgB,glgB,SYNPCC7002_RS09340,SYNPCC7002_A1865,Protein Homology,1955720,1958053,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307476.1,1%2C4-alpha-glucan branching protein GlgB,WP_012307476.1,"GO:0005975,GO:0005978,GO:0003844,GO:0004553,GO:0043169",,"1%2C4-alpha-glucan branching enzyme activity|0003844||IEA,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,cation binding|0043169||IEA","carbohydrate metabolic process|0005975||IEA,glycogen biosynthetic process|0005978||IEA",SYNPCC7002_A1865,2.4.1.18
