GENE,t=0h,t=3h,t=6h,t=12h,t=24h,t=48h,Nitrite,Urea,ANNOTATION
PMT1171,-0.140431058,0.021624335,-0.053887574,-0.341112773,0.072623517,-0.020581038,-0.262811771,-0.367923767,SAM (and some other nucleotide) bindingmotif:Generic methyl-...
PMT1172,0.02220477,-0.076497599,0.242800094,0.175987151,*0.990727392856015,**1.30066759222983,-0.235253108,-0.318544871,hypothetical
PMT1173,-0.318717391,-0.067672536,0.093028772,-0.397978117,-0.425647519,-0.924734899,-0.357854537,-0.379983866,ycf39 putative chaperon-like protein for quinonebinding in photosystem II
PMT1174,-0.026631375,0.13255212,-0.12774553,0.372790065,-0.468155542,-0.84006388,0.206218846,0.374751909,"F18O21.290 putative N2,N2-dimethylguanosine tRNAmethyltransferases-like..."
PMT1175,-0.065728833,-0.085259269,-0.086848585,0.180580537,0.691817125,-0.005689224,0.009468435,-0.049059562,predicted alpha/beta hydrolase superfamilyprotein
PMT1176,0.320072452,0.062956271,0.031963192,-0.073493343,-0.14641175,**-3.52539257853368,0.000591063,0.015996167,ilvN Acetolactate synthase small subunit
PMT1177,-0.057243924,0.019343947,-0.268903541,-0.752433652,-0.590951675,*-1.57578137357092,-0.273935204,-0.31004011,ppiB Cyclophilin-type peptidyl-prolyl cis-transisomerase
PMT1178,-0.04003291,0.090440014,0.080124607,-0.361497815,0.058130385,-0.758704544,0.133380677,-0.010743102,photosystem I assembly related protein Ycf4
PMT1179,-0.014915158,0.119673778,-0.285789894,-0.427408342,-0.526059879,-1.095241246,0.002014155,0.000935176,psbD Photosystem II PsbD protein (D2)
PMT1180,-0.072410092,0.131446712,-0.08356701,-0.472991938,*-0.66021798854813,*-1.14068192250338,0.093307265,0.060205585,psbC Photosystem II PsbC protein (CP43)
PMT1181,-0.657806509,-0.324347048,-0.334788713,-0.769095161,-0.801910059,-0.554592019,-0.39100419,-0.539110361,Maf-like protein
PMT1182,0.001480476,-0.003211912,0.473243963,0.350438492,0.633745759,0.807290444,-0.089689846,-0.131060866,conserved hypothetical protein
PMT1183,-0.033794225,0.180777948,0.076562669,0.036517475,0.083672956,0.456415489,-0.025289178,0.245905293,cobB Cobyric acid synthase CobB
PMT1184,0.078125464,0.439666059,-0.118406039,0.162980935,-0.643979662,1.117674597,0.124620558,-0.255757297,conserved hypothetical protein
PMT1185,-0.249750077,0.447796046,0.280053019,0.430807875,1.514048459,-1.459389805,0.389316358,0.021666461,possible Adenosine-deaminase (editase) domain
PMT1186,-0.367617842,-0.03943788,0.110901643,-0.109128845,-0.23592611,**-2.05869341377319,0.186025705,0.145203874,Alkyl hydroperoxide reductase/ Thiol specificantioxidant/ Ma...
PMT1187,-0.470454182,-0.533724424,0.567282113,0.006628326,-0.087430592,-2.43281205,0.358635979,0.47279507,dnaA chromosomal replication initiator protein DnaA
PMT1188,-0.229319847,0.06816458,0.040124222,0.463620621,0.605637495,0.281999396,0.032258516,-0.13592368,"Serine proteases, trypsin family:PDZ domain (alsoknown as DH..."
PMT1189,0.272072191,-0.159711976,-0.144821044,0.20311955,0.053421506,0.06326695,0.039284654,0.021123352,conserved hypothetical protein
PMT1190,0.038064276,0.289292096,-0.150815499,-1.543628271,-0.182501639,-0.233919356,-0.262465898,0.099045701,conserved hypothetical protein
PMT1191,0.036967467,0.182917931,0.005524384,-1.942515614,-0.239846644,-1.253531976,0.077385903,0.188748245,possible acetyltransferase
PMT1192,-0.289892229,3.48E-05,-0.331958423,-0.637202074,-0.427325637,0.079334303,-0.284056983,0.340090661,putative multidrug efflux ABC transporter
PMT1193,-0.101483802,-0.016220134,-0.113617484,-0.071751357,-0.056066404,0.386234482,-0.144670074,0.082801168,possible ATP phosphoribosyltransferase
PMT1194,0.112040118,0.016206028,-0.001175359,0.123496824,-0.003664886,0.243000417,0.098322934,0.209279661,Putative hydroxyacylglutathione hydrolase
PMT1195,-0.037323812,0.210379621,0.213408759,0.214312354,-0.151820327,-0.326595981,0.160515417,-0.139568271,conserved hypothetical protein
PMT1196,0.754192152,0.306585944,0.254546252,0.193663418,0.127435324,-0.301235975,0.242094333,0.303571715,conserved hypothetical
PMT1197,0.004948919,-0.229208331,*-0.914031131022366,-1.356725794,-1.58951647,-0.432126876,-0.392702115,-0.273480059,cbbX probable RuBisCo-expression protein CbbX
PMT1198,-0.180980373,-0.464933879,-0.931574428,-2.182598101,-1.241172128,-1.377411459,-0.552527583,-0.573236253,conserved hypothetical protein
PMT1199,0.081073194,-0.594264935,-0.26617792,-0.903678103,**-1.25606667501268,**-1.41578743591997,-0.383615839,0.412415246,csoS1 carboxysome structural protein CsoS1
PMT1200,0.404677129,-0.313837847,-0.303855519,-0.902075387,**-1.58788513992285,-0.762905275,-0.302117008,1.032538479,putative carboxysome peptide B
PMT1201,0.505219998,-0.251875284,0.080391904,-0.17082829,-1.011410267,-1.040082724,-0.378529427,1.085532506,putative carboxysome peptide A
PMT1202,0.828679964,0.281331495,*0.867129405421474,0.502193035,-0.251452865,-1.285543705,-0.81112659,*1.51355050854718,csoS3 carboxysome shell protein CsoS3
PMT1203,0.944861012,0.048871385,**1.50310245208888,1.152549282,-0.406443306,-1.225604877,-0.769881953,**2.13273628139579,csoS2 carboxysome shell protein CsoS2
PMT1204,0.621769352,-0.168560107,0.485194622,0.280435564,-0.797742185,**-1.63362772578101,-1.07278628,*2.07705637032912,"rbcS, cbbS Ribulose bisphosphate carboxylase, small chain"
PMT1205,-0.190732198,-0.301354424,0.012064708,0.164613509,-0.559797439,**-1.54008047041824,*-1.18252181461478,*1.30515552130433,"rbcL, cbbL Ribulose bisphosphate carboxylase, large chain"
PMT1206,-0.358434881,0.378037043,0.503334323,-0.232682945,*-0.793139537486246,-0.855079527,-0.861780813,0.124144873,csoS1 carboxysome shell protein CsoS1
PMT1207,0.071139464,0.304050889,0.279368895,0.373777239,0.364147817,-1.588419478,-0.012842842,-0.103165323,HAM1 family protein
PMT1208,-0.237393632,0.265710515,0.016129901,0.226607179,1.16103708,-0.308780692,0.064821879,0.094480439,conserved hypothetical protein
PMT1209,0.170257158,-0.092382774,0.43817504,*1.03658890686935,**1.35953560087942,-0.527892065,-0.026611681,*-0.980348838209359,conserved hypothetical
PMT1210,-0.045278791,-0.091517104,0.042165294,0.524926937,1.00545746,0.148248929,-0.216678906,-0.809028023,hypothetical
PMT1211,0.870672798,0.180732073,0.228213814,-0.043198497,0.705316405,-0.605481861,-0.266464664,-0.061992495,conserved hypothetical protein
PMT1212,-0.489201147,-0.464285016,-0.349952373,-0.376641751,-0.789061369,**-2.53003679394278,-0.593767175,-0.178260484,conserved hypothetical protein
PMT1213,-0.277166854,-0.007108573,-0.164800427,-0.871245376,*-0.976127677572336,**-1.48490952507285,-0.615234599,-0.536616885,sbtA putative sodium-dependent bicarbonatetransporter
PMT1214,0.156028103,0.260899102,0.058885214,-0.380747813,-0.31774978,-0.411650337,0.261151417,-0.082322086,putative sulfate transporter
PMT1215,0.153841544,0.354031498,0.187053032,0.047758746,*0.740242487001821,0.267475739,0.236810991,0.271432363,chlN putative protochlorophillide reductase subunit
PMT1216,0.040963782,-0.06917975,-0.25434094,-0.047397187,0.350676662,0.245785313,0.104901793,0.359935304,"chlB Oxidoreductase, nitrogenase component 1"
PMT1217,0.185910565,0.110536077,0.318207404,0.28995571,0.067106753,**-2.19678359250194,0.292451777,-0.633181876,"chlL,frxC Protochlorophyllide reductase iron-sulfurATP-binding protein"
PMT1218,0.223523337,0.267815944,0.246045418,0.331464557,0.199950169,-0.741167246,0.192516595,-0.144260159,pcr Short-chain dehydrogenase/reductase (SDR)superfamily
PMT1219,0.013155569,-0.157331773,*-0.839525553801743,*-1.11169332450777,**-1.09244834038773,**-1.38758073200352,-0.432057177,**-1.55271990521789,conserved hypothetical protein
PMT1220,0.095402927,0.257755322,0.201464611,-0.598281026,**-1.17758978438190,**-2.98032051147054,0.132505719,-0.106989225,psaM possible photosystem I reaction centre subunitXII (PsaM)
PMT1221,-0.463318599,0.127079336,0.383551768,-0.475050812,-1.292849779,0.58378263,0.16875003,0.089746994,Domain of unknown function DUF81
PMT1222,0.810184609,0.567254436,0.276676612,-1.267562106,-0.407993431,0.519518296,-0.0891131,-0.284259052,hypothetical
PMT1223,0.527067137,0.34278588,0.022692405,-0.269537797,0.336964432,**-1.52059109498023,-0.405211119,**-1.45855682812525,hypothetical
PMT1224,0.125290749,-0.086997813,-0.405484192,-0.719046407,-0.389708418,-0.355175052,-1.403422123,**-2.01011398605219,Biotin/lipoate A/B protein ligase family
PMT1225,0.226035012,0.202945703,-0.10021382,-0.36615291,-0.309586605,0.312300483,0.312624905,0.702939342,conserved hypothetical protein
PMT1226,0.040540007,0.108140701,-0.188340418,0.056532639,0.54093026,0.168892882,0.180184382,-0.065850894,trpF phosphoribosylanthranilate isomerase
PMT1227,0.024100891,0.020408397,-0.257973353,-0.231636499,-0.558204379,-0.389622154,-0.367221372,-0.301776093,folE putative GTP cyclohydrolase I
PMT1228,0.132164713,-0.106093293,-0.034350047,-0.236169645,-0.334322311,-0.076115128,-0.053485798,0.420967543,putative short-chain dehydrogenase
PMT1229,-0.094212156,-0.188736688,-0.005515769,-0.376741918,-0.300069559,-0.497043102,0.087177859,0.316157323,"accA acetyl-CoA carboxylase, alpha subunit"
PMT1230,-0.041264701,0.033269958,-0.104434164,-0.10114851,-0.216437711,-0.293592291,-0.081092066,0.004260754,conserved hypothetical protein
PMT1231,-0.927485585,-0.135650686,0.114838029,0.011801677,-0.44999391,**-1.21966620079246,-0.594495543,**-1.07936471846421,conserved hypothetical protein
PMT1232,-0.009814819,-0.098549069,0.182207251,0.300215787,0.360100564,-1.138228763,-0.135783388,-0.008302862,Creatininase
PMT1233,0.064827973,0.023946764,0.305275254,-0.071114994,-0.662193361,-0.806532119,0.134058614,0.093048884,"rps1b, rpsA2, nbp1 30S ribosomal protein S1 homolog B, putativeNbp1"
PMT1234,0.151068412,0.173312127,-0.144847655,-1.115784207,*-1.51828520153856,**-3.91997263618645,-0.010611309,0.101064529,conserved hypothetical protein
PMT1235,-0.012137012,-0.104394136,-0.243693999,0.519009701,-0.663045495,0.368693209,0.203356204,0.447424388,DUF152
PMT1236,-0.000737484,0.228052975,0.273519801,-0.009589427,-0.254029224,-0.445475894,-0.070876799,0.307801186,conserved hypothetical protein
PMT1237,0.590029127,0.213532004,0.044713836,-0.469466193,-0.395547143,*-1.90861522171389,0.243594835,0.182274845,"possible Histidine kinase-, DNA gyrase B-, phy"
PMT1238,0.215345081,0.170716832,-0.23402903,-0.491609271,-0.682632642,0.158730141,0.126667657,0.444802167,conserved hypothetical protein
PMT1239,0.144862849,0.108388024,-0.146278673,-0.273107307,-0.200551716,-0.539548879,0.000894501,-0.051992164,ilvB acetolactate synthase
PMT1240,-0.067135482,0.003986252,0.107273821,0.09043305,0.329083027,0.033311484,-0.154488731,-0.086139783,hemH Ferrochelatase
PMT1241,0.167573779,0.058867295,0.077540902,0.621518378,0.48944983,0.336527268,0.013223538,-0.228313199,phage integrase family
PMT1242,0.161336812,0.351962689,0.094587909,0.420127635,0.444662661,-0.470041598,-0.437029075,-0.712596266,possible methyltransferase
PMT1243,0.0917728,0.246134655,0.068073613,0.411033578,0.302239071,*-1.98165294038593,-0.010620355,-0.405680018,cobO possible cob(I)alamin adenosyltransferase
PMT1244,-0.091263638,0.133506981,0.059786657,-0.391538885,*-2.26926307166114,-1.934135846,-0.347405325,-0.547555886,"pyrH,smbA uridylate kinase"
PMT1245,-0.311218285,-0.203021938,-0.560113903,0.013440156,-0.796744029,-0.69910918,-0.161044551,-0.246964917,"frr,rrf Ribosome recycling factor"
PMT1246,-0.175698805,-0.296437512,-0.224897082,-0.214327804,-0.189145665,-0.188360075,-0.103949832,0.060866519,NAD binding site
PMT1247,-0.118536129,-0.043727919,-0.216453096,0.449980094,0.886564982,0.016832535,-0.48243261,-0.214816621,Short-chain dehydrogenase/reductase (SDR)superfamily
PMT1248,-0.581456749,0.039834955,0.190227123,0.662156064,**1.43177565860466,0.562633663,-0.292646446,-0.457451012,tal Transaldolase
PMT1249,-0.296268642,-0.262870167,-0.243663498,-0.289641422,-0.642490178,-0.119419283,-0.049957639,0.110955397,ftsI putative peptidoglycan synthetase (pbptranspeptidase domain)
PMT1250,0.158065509,0.118618613,0.152754641,-0.196130456,-0.082269865,-0.687278894,-0.147920188,-0.303180363,conserved hypothetical
PMT1251,0.056543475,0.178959419,-0.076181482,-0.598778554,-0.457158332,-0.522268651,-0.080480101,0.142988006,Possible membrane associated protease
PMT1252,-0.41040455,0.102578144,-0.043246718,-0.384719368,-0.46170799,-0.737813854,-0.464252156,-0.375306559,cobC possible alpha-ribazole-5'-P phosphatase
PMT1253,-0.296499913,0.010850865,-0.370847848,0.091490951,0.244229273,-0.293200628,-0.294284943,0.33681953,putative dihydroorotase
PMT1254,-0.074510196,-0.016198247,-0.171195063,-0.8131897,-0.789792577,-1.90354825,-0.293297224,-0.172418164,lepB Signal peptidase I
PMT1255,0.2347452,0.301259119,0.200596889,0.218271452,0.214258821,0.013343782,-0.010102556,-0.165605273,conserved hypothetical protein
PMT1256,0.118373824,-0.052337585,-0.088318777,0.007128965,0.136037258,-0.464039713,-0.049409069,-0.014618028,putative arsenate reductase
PMT1257,0.567010729,0.152222385,0.04109483,-0.067013912,0.205703988,-0.517594035,0.203060282,-0.004196125,ppa (ipyR) Inorganic pyrophosphatase
PMT1258,-0.376846356,-0.051752522,-0.107517058,-0.076569641,0.05534085,-0.527023505,-0.300193469,-0.66835596,possible Helix-turn-helix domain of resolvase
PMT1259,-0.341970565,0.051810667,-0.044688119,-0.042946444,-0.204392532,-0.273112791,-0.313381618,0.207995772,"proS,drpA tRNA synthetases, class-II (G, H, P andS):Prolyl-tRNA synthe..."
PMT1260,0.151661684,0.23789034,0.209978288,0.162934283,0.137598181,0.127840955,0.20660827,0.103113717,psb27 possible Photosystem II reaction center Psb27protein
PMT1261,-0.511577259,-0.271022318,-0.13736536,-0.743788385,-0.253753541,-0.275013551,-0.264505312,-0.063490697,"purA,adeK Adenylosuccinate synthetase"
PMT1262,-0.157178676,0.114375022,-0.123051911,-0.487746234,-0.537499024,*-1.11679522609818,-0.022378989,-0.389136549,Possible carbohydrate kinase
PMT1263,-0.152269753,0.06645736,-0.179361243,-0.284119402,-0.604938541,-0.572943829,0.030258075,0.20516327,CutA1 divalent ion tolerance protein
PMT1264,0.028713255,-0.151235772,-0.224757841,-0.538970789,-0.407520429,0.639904059,-0.30697014,0.077389524,Precorrin-6x reductase CbiJ/CobK
PMT1265,-0.130101725,0.052771771,0.172461768,0.718615874,*0.87707740990202,0.53129491,0.020241112,-0.604463152,conserved hypothetical protein
PMT1266,0.122254869,0.217314232,0.285481658,0.313007754,0.387474952,0.347919558,0.024136532,-0.058156443,conserved hypothetical protein
PMT1267,0.253532298,0.11197571,0.266384905,-0.087492401,0.039973622,0.391551756,0.201343966,0.236624138,conserved hypothetical protein
PMT1268,0.056464117,0.14428462,-0.17470464,-0.041094958,-0.353051949,-0.276571981,-0.210624501,0.030377272,argB Aspartokinase superfamily:Acetylglutamate kinase
PMT1269,-0.239089834,-0.542091855,-0.206651324,0.180387182,-0.004509146,0.730947303,-0.260790691,-0.259927161,conserved hypothetical protein
PMT1270,-0.029522561,0.21149628,-0.5970173,-0.412274748,0.005551986,0.597345679,0.078247798,0.1082595,hypothetical
PMT1271,0.125460934,0.011943825,-0.103366628,0.309982416,-0.68875243,1.161586062,0.073285033,0.156532688,priA primosomal protein N' (replication factor Y)
PMT1272,-0.133572021,-0.518037915,**-1.06308783456233,-0.460296107,-0.238196396,-0.350761252,-0.45477128,-0.781962672,"sigA, rpoD Putative principal RNA polymerase sigma factor"
PMT1273,0.022835025,0.42134449,-0.054593874,-0.19592169,-0.647335211,**-4.15473963328972,-0.163580313,*-1.12383330623074,hemC Porphobilinogen deaminase
PMT1274,0.018487935,0.127041918,0.20427596,0.607293301,**1.14603086433319,0.529604775,0.001436229,-0.193974718,conserved hypothetical protein
PMT1275,-0.755925543,0.180047877,0.04067895,-0.082086482,-0.239253401,*-0.906653428999362,-0.309615806,-0.285811469,ppa putative inorganic pyrophosphatase
PMT1276,0.065022195,0.131870164,0.598855477,0.168269985,0.406492979,**1.33333276425995,-0.325372021,-0.475375376,conserved hypothetical
PMT1277,0.035899818,0.23518149,0.358414317,0.16041778,0.56315377,-1.45127825,0.342252093,-0.16207323,hypothetical
PMT1278,0.363790476,0.089167925,0.168192641,0.450722171,0.311074256,-0.010752645,-0.010127285,0.336144328,possible Paralytic/GBP/PSP peptide
PMT1279,0.164758298,-0.235103316,-1.533789973,-0.855303244,-1.397002325,-1.367607974,0.145115821,0.025512714,cxp Carboxypeptidase Taq (M32) metallopeptidase
PMT1280,1.384982002,1.701057079,-1.523343658,0.369135787,0.097632067,0.743007871,0.080698428,0.525526466,conserved hypothetical protein
PMT1281,0.274568246,-0.173268149,-0.527081044,-0.308792587,-1.814819862,-0.080928126,0.162557354,-0.255445884,conserved hypothetical protein
PMT1282,-0.609446571,-0.100410642,-0.247182655,-0.474094417,-1.501171128,-1.292720625,-0.347233216,-0.277422512,"possible Helix-turn-helix protein, copG family"
PMT1283,0.467828466,0.24672515,-0.191881801,-0.175827443,-0.175191176,-0.894119872,-0.008465531,-0.552268486,4a-hydroxytetrahydrobiopterin dehydratase (PCD)
PMT1284,0.283864283,0.29661032,0.226754478,0.177279053,0.459594293,0.706938322,0.286823477,0.015931847,conserved hypothetical protein
PMT1286,0.500301496,0.175841349,-0.473679431,0.492402472,0.465695676,**1.71549337642236,0.088817412,0.086245923,possible Glycosyl hydrolases family 11
PMT1287,-0.505887779,-0.105057603,-0.166623761,-1.277342577,-0.566041784,0.149873155,-0.130522517,0.029681415,"futB,hitB putative iron ABC transporter"
PMT1288,-0.042311512,-0.065375012,-0.292595238,-0.305486083,-0.689659347,0.207763717,-0.22447583,-0.718907921,conserved hypothetical
PMT1289,0.37680397,0.157670084,0.405449581,0.014880044,-0.095343655,*-2.28787926661158,0.132184929,-0.105574729,hypthetical protein
PMT1290,0.159698794,0.210702923,-0.655234641,-0.116216533,-0.853789135,1.081141182,0.300597238,**2.78932746145074,conserved hypothetical protein
PMT1291,0.055949948,0.04013274,0.217707828,-0.558550409,0.666944683,1.042522889,0.020755548,-0.036334795,conserved hypothetical protein
PMT1292,0.023848524,-0.209275803,-0.222504002,-0.196215528,0.313949291,-0.624574904,0.152783827,0.277034745,conserved hypothetical protein
PMT1293,-0.101536228,0.096239876,0.349384888,0.170118462,-0.065986161,0.27277557,-0.220200902,-0.087076771,conserved hypothetical protein
