gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2785714804	155	41.84	7	147	3	142	5.0e-36	143	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase 2	174
2785714805	182	41.92	1	164	2	164	1.0e-36	145	COG0597	Lipoprotein signal peptidase	167
2785714806	939	52.31	2	933	1	933	0.0e+00	1220	COG0060	Isoleucyl-tRNA synthetase	933
2785714807	306	53.59	1	306	1	304	3.0e-98	351	COG0196	FAD synthase	304
2785714808	519	45.58	1	515	5	515	1.0e-113	404	COG0728	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase	518
2785714809	87	67.44	1	86	1	86	2.0e-12	64.2	COG0268	Ribosomal protein S20	88
2785714810	250	26.46	1	250	3	256	3.0e-34	138	COG0300	Short-chain dehydrogenase	265
2785714811	376	30	11	356	1	313	1.0e-44	174	COG3173	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	321
2785714812	276	32.44	3	226	9	223	3.0e-40	158	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	246
2785714813	299	30.56	8	295	37	319	1.0e-39	157	COG0385	Predicted Na+-dependent transporter	319
2785714814	301	22.56	5	300	1	295	6.0e-31	128	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714815	265	32.91	9	242	1	233	8.0e-44	170	COG2908	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	237
2785714816	572	17.8	13	242	24	247	8.0e-20	92.3	COG3176	Putative hemolysin	292
2785714817	391	28.21	12	391	13	409	2.0e-64	240	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2785714820	90	62.22	1	90	2	91	7.0e-30	122	COG0776	Bacterial nucleoid DNA-binding protein	94
2785714821	783	71.47	2	776	1	778	0.0e+00	1214	COG0466	ATP-dependent Lon protease, bacterial type	782
2785714822	424	74.63	17	422	1	405	0.0e+00	708	COG1219	ATP-dependent protease Clp, ATPase subunit	408
2785714823	209	73.87	11	209	2	200	2.0e-88	318	COG0740	ATP-dependent protease ClpP, protease subunit	200
2785714824	434	47.06	1	434	1	441	2.0e-104	373	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	441
2785714833	284	60.22	5	283	2	280	1.0e-113	402	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	283
2785714834	192	39.63	13	174	15	178	2.0e-31	128	COG3310	Uncharacterized protein	196
2785714835	239	44.9	6	151	4	142	1.0e-35	143	COG1720	tRNA (Thr-GGU) A37 N-methylase	156
2785714837	280	23.92	1	251	4	247	5.0e-20	91.7	COG1235	Phosphoribosyl 1,2-cyclic phosphodiesterase	269
2785714838	338	41.53	97	338	80	316	1.0e-47	184	COG2829	Outer membrane phospholipase A	317
2785714839	300	31.76	1	281	2	296	4.0e-60	224	COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	340
2785714840	540	24.67	164	540	34	405	2.0e-30	127	COG0840	Methyl-accepting chemotaxis protein	408
2785714841	525	68.65	207	525	1	315	0.0e+00	554	COG0519	GMP synthase, PP-ATPase domain/subunit	315
2785714842	489	31.67	257	477	1	169	8.0e-35	141	COG0516	IMP dehydrogenase/GMP reductase	170
2785714843	450	47.3	8	450	1	439	0.0e+00	462	COG1570	Exonuclease VII, large subunit	440
2785714846	481	51.74	1	457	2	444	0.0e+00	574	COG1160	Predicted GTPases	444
2785714847	419	21.84	13	388	1	347	1.0e-33	137	COG1520	Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat	370
2785714848	206	42.23	1	201	1	206	2.0e-37	149	COG2976	Putative negative regulator of RcsB-dependent stress response	207
2785714849	427	50.58	2	425	1	429	0.0e+00	502	COG0124	Histidyl-tRNA synthetase	429
2785714850	372	61.77	7	367	1	361	0.0e+00	531	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	361
2785714851	345	21.67	20	313	2	284	5.0e-22	98.6	COG1426	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	284
2785714852	396	38.53	18	248	14	241	9.0e-45	174	COG3063	Tfp pilus assembly protein PilF	250
2785714853	372	56.34	3	355	1	349	0.0e+00	461	COG0820	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	349
2785714854	143	64.44	2	136	1	135	2.0e-57	214	COG0105	Nucleoside diphosphate kinase	135
2785714855	136	47.33	7	136	13	143	4.0e-38	150	COG2166	Sulfur transfer protein SufE, Fe-S center assembly	144
2785714856	177	42.42	78	176	13	111	1.0e-26	113	COG2151	Metal-sulfur cluster biosynthetic enzyme	111
2785714857	118	35.51	13	117	5	110	3.0e-21	94.1	COG0316	Fe-S cluster assembly iron-binding protein IscA	110
2785714858	405	52.23	1	401	1	403	0.0e+00	465	COG0520	Selenocysteine lyase/Cysteine desulfurase	405
2785714859	418	27.79	22	402	22	401	2.0e-56	213	COG0719	Fe-S cluster assembly scaffold protein SufB	412
2785714860	253	61.13	1	246	3	245	4.0e-96	344	COG0396	Fe-S cluster assembly ATPase SufC	251
2785714861	478	42.41	34	476	1	412	8.0e-122	430	COG0719	Fe-S cluster assembly scaffold protein SufB	412
2785714862	388	58.76	5	387	1	383	0.0e+00	518	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme	386
2785714863	161	40.97	1	143	1	144	2.0e-37	148	COG1959	DNA-binding transcriptional regulator, IscR family	150
2785714864	303	23.02	15	297	8	279	7.0e-17	81.3	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2785714865	484	34.22	4	450	5	443	8.0e-94	337	COG2072	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	443
2785714866	274	60.34	1	174	3	176	6.0e-68	250	COG1045	Serine acetyltransferase	194
2785714867	254	53.11	1	241	1	241	2.0e-84	305	COG0565	tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase	242
2785714868	258	51.92	1	258	1	260	2.0e-77	282	COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme of inositol monophosphatase family	260
2785714871	313	49.67	1	305	1	304	3.0e-81	295	COG0341	Preprotein translocase subunit SecF	305
2785714872	614	53.11	105	614	21	506	0.0e+00	477	COG0342	Preprotein translocase subunit SecD	506
2785714873	111	45.45	13	111	1	97	4.0e-25	106	COG1862	Preprotein translocase subunit YajC	97
2785714874	370	65.31	3	370	1	369	0.0e+00	559	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2785714875	348	57.55	1	347	1	344	0.0e+00	496	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	348
2785714877	129	33.04	19	128	31	142	1.0e-16	78.5	COG3789	Uncharacterized protein YjfI, DUF2170 family	146
2785714878	226	24.23	1	226	1	219	2.0e-09	56.1	COG1842	Phage shock protein A	225
2785714881	138	43.7	4	138	1	133	1.0e-23	102	COG3766	Uncharacterized membrane protein YjfL, UPF0719 family	133
2785714882	222	31.31	21	212	1	197	2.0e-29	122	COG5463	Uncharacterized conserved protein YgiB, involved in bioifilm formation, UPF0441/DUF1190 family	198
2785714883	388	55.93	1	387	1	385	0.0e+00	486	COG0754	Glutathionylspermidine synthase	387
2785714886	240	36.84	1	222	1	221	2.0e-56	212	COG1136	ABC-type lipoprotein export system, ATPase component	226
2785714888	454	30.3	50	454	26	354	2.0e-65	243	COG5621	Predicted secreted hydrolase	354
2785714889	306	52.65	7	306	8	309	9.0e-115	406	COG2066	Glutaminase	309
2785714890	492	36.42	3	447	17	476	2.0e-96	346	COG1785	Alkaline phosphatase	482
2785714891	319	35	5	162	2	155	3.0e-28	119	COG0835	Chemotaxis signal transduction protein	165
2785714892	531	25.79	2	529	1	433	2.0e-115	409	COG2224	Isocitrate lyase	433
2785714893	314	23.61	7	310	2	293	2.0e-30	127	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714894	731	42.62	251	727	104	544	2.0e-130	460	COG2225	Malate synthase	545
2785714895	294	24.73	23	284	15	288	4.0e-23	102	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	306
2785714896	338	28.53	1	337	1	313	1.0e-54	207	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2785714898	250	18.14	14	245	1	218	2.0e-08	52.9	COG1434	Uncharacterized SAM-binding protein YcdF, DUF218 family	223
2785714899	279	18.72	62	245	19	174	1.0e-06	47.2	COG3916	N-acyl-L-homoserine lactone synthetase	209
2785714904	405	45.74	23	398	11	376	2.0e-97	349	COG3328	Transposase (or an inactivated derivative)	379
2785714905	194	27.15	49	194	35	180	5.0e-15	74.5	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2785714908	321	19.72	1	265	1	279	2.0e-11	63.2	COG1216	Glycosyltransferase, GT2 family	305
2785714909	369	28.01	1	366	3	381	9.0e-36	144	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785714911	357	17.79	8	303	35	352	1.0e-08	54.6	COG5653	Acetyltransferase involved in cellulose biosynthesis, CelD/BcsL family	406
2785714912	633	41.01	1	375	1	353	1.0e-95	344	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	542
2785714913	368	24.16	1	368	3	380	6.0e-39	155	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785714915	300	23.74	5	258	1	247	4.0e-21	95.6	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2785714916	440	17.75	110	393	87	376	4.0e-13	69.7	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785714917	307	20.67	23	298	37	310	2.0e-10	60	COG5039	Exopolysaccharide biosynthesis protein EpsI, predicted pyruvyl transferase	339
2785714919	482	21.32	1	458	2	467	1.0e-10	62	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2785714920	367	17.66	1	363	1	373	1.0e-12	68.1	COG2327	Polysaccharide pyruvyl transferase family protein WcaK	385
2785714922	386	21.12	4	386	1	379	9.0e-26	111	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785714923	432	17.57	25	424	24	419	1.0e-09	58.2	COG3307	O-antigen ligase	424
2785714927	311	50	126	310	47	224	1.0e-54	207	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	226
2785714929	210	34.43	29	206	29	204	1.0e-24	106	COG1596	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	239
2785714930	522	19.87	2	454	5	454	6.0e-30	125	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2785714931	316	31.13	105	314	40	247	5.0e-29	122	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2785714933	354	29.66	1	261	9	269	3.0e-35	142	COG3267	Type II secretory pathway, component ExeA (predicted ATPase)	269
2785714934	115	34.88	17	102	1	84	5.0e-14	69.9	COG2827	Predicted endonuclease, GIY-YIG superfamily	95
2785714936	977	42.36	21	973	21	955	0.0e+00	831	COG1391	Glutamine synthetase adenylyltransferase	963
2785714938	311	38.28	8	305	4	305	1.0e-64	240	COG1560	Lauroyl/myristoyl acyltransferase	308
2785714941	749	26.14	48	437	9	382	2.0e-46	181	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2785714945	839	14.7	84	838	1	768	1.0e-16	82.7	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785714947	192	48.68	1	188	3	191	2.0e-68	251	COG1435	Thymidine kinase	201
2785714950	341	31.34	7	341	2	329	6.0e-51	194	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2785714951	209	60.48	1	209	2	210	1.0e-74	272	COG0035	Uracil phosphoribosyltransferase	210
2785714956	334	36.66	1	298	12	322	4.0e-57	215	COG1161	Ribosome biogenesis GTPase A	322
2785714957	260	28.68	10	260	11	255	3.0e-35	141	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	260
2785714960	677	33.83	181	669	5	536	7.0e-104	371	COG1982	Arginine/lysine/ornithine decarboxylase	557
2785714963	218	30.56	1	210	5	217	3.0e-22	99	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2785714964	171	40.94	1	169	1	168	1.0e-36	146	COG4539	Uncharacterized membrane protein YGL010W	180
2785714965	287	23.18	15	164	1	136	5.0e-12	65.5	COG3187	Heat shock protein HslJ	142
2785714966	488	46.15	6	482	1	470	0.0e+00	497	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2785714967	550	50	3	535	7	542	0.0e+00	512	COG2303	Choline dehydrogenase or related flavoprotein	542
2785714970	326	47.71	21	326	2	274	7.0e-90	324	COG3129	23S rRNA A1618 N6-methylase RlmF	292
2785714971	158	31.93	8	121	2	120	3.0e-16	77.9	COG0789	DNA-binding transcriptional regulator, MerR family	124
2785714973	447	17.11	37	399	4	346	2.0e-04	40.8	COG0006	Xaa-Pro aminopeptidase	384
2785714975	405	45.74	23	398	11	376	2.0e-97	349	COG3328	Transposase (or an inactivated derivative)	379
2785714976	641	39.23	449	628	2	179	9.0e-38	152	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2785714978	266	21.3	29	235	28	232	3.0e-07	48.9	COG3327	DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)	291
2785714979	560	26.23	78	449	24	390	2.0e-54	207	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2785714984	661	27.18	19	655	11	668	1.0e-76	281	COG3072	Adenylate cyclase	853
2785714985	130	37.19	7	127	1	121	6.0e-25	106	COG3682	Predicted transcriptional regulator	123
2785714986	413	24.61	1	276	1	317	3.0e-25	110	COG4219	Signal transducer regulating beta-lactamase production, contains  metallopeptidase domain	337
2785714989	182	23.97	24	166	3	136	2.0e-09	55.2	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2785714990	277	42.58	62	215	1	152	3.0e-42	165	COG4807	Uncharacterized conserved protein YehS, DUF1456 family	155
2785714991	169	52.66	1	168	3	155	3.0e-52	197	COG2080	Aerobic-type carbon monoxide dehydrogenase, small subunit, CoxS/CutS family	156
2785714992	341	32.14	24	325	25	281	2.0e-51	196	COG1319	CO or xanthine dehydrogenase, FAD-binding subunit	284
2785714993	737	31.82	4	737	1	730	7.0e-115	408	COG1529	CO or xanthine dehydrogenase, Mo-binding subunit	731
2785714994	309	35.53	93	309	12	235	6.0e-41	161	COG0412	Dienelactone hydrolase	236
2785714995	598	28.33	366	589	37	255	5.0e-30	126	COG5429	Uncharacterized protein	261
2785714999	690	16.42	6	688	7	760	9.0e-20	92.3	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715000	1084	18.52	54	346	46	294	1.0e-05	45.8	COG4447	Uncharacterized protein related to plant photosystem II stability/assembly factor	339
2785715001	536	25.4	1	524	6	543	7.0e-63	235	COG0747	ABC-type transport system, periplasmic component	556
2785715002	327	34.85	1	320	1	314	7.0e-61	228	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	317
2785715003	289	35.06	11	259	25	275	2.0e-41	162	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2785715004	471	37.25	1	459	2	501	2.0e-103	369	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	539
2785715005	295	31.14	7	233	6	227	3.0e-35	142	COG0300	Short-chain dehydrogenase	265
2785715008	230	40.17	6	228	4	241	4.0e-48	184	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	246
2785715009	184	40.32	9	183	2	183	5.0e-28	117	COG0693	Putative intracellular protease/amidase	188
2785715011	317	29.21	20	303	16	303	2.0e-41	162	COG1295	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	303
2785715012	386	19.04	22	379	24	410	2.0e-06	47.1	COG0738	Fucose permease	422
2785715013	480	23.89	47	377	55	387	3.0e-32	133	COG1680	CubicO group peptidase, beta-lactamase class C family	390
2785715015	231	27.27	1	229	1	241	3.0e-28	118	COG3279	DNA-binding response regulator, LytR/AlgR family	244
2785715016	298	32.26	173	296	1	123	1.0e-18	87.6	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2785715017	310	26.58	13	309	31	298	1.0e-25	110	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2785715018	304	26.73	8	304	25	298	2.0e-25	109	COG1073	Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family	299
2785715021	1045	45.47	1	1038	1	1018	0.0e+00	1027	COG3696	Cu/Ag efflux pump CusA	1027
2785715022	410	23.81	74	393	26	356	1.0e-13	70.9	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2785715025	331	38.92	1	331	6	338	4.0e-81	295	COG1816	Adenosine deaminase	345
2785715027	213	25.71	36	210	1	156	3.0e-18	85.3	COG1225	Peroxiredoxin	157
2785715028	182	48.04	1	179	1	175	5.0e-54	203	COG4681	Uncharacterized conserved protein YaeQ, suppresses RfaH defect	181
2785715033	341	29.39	4	328	1	303	4.0e-37	148	COG3547	Transposase	303
2785715034	224	22.4	25	210	3	193	8.0e-16	77.3	COG0778	Nitroreductase	207
2785715035	389	18.1	46	388	54	392	1.0e-08	54.8	COG2814	Predicted arabinose efflux permease, MFS family	394
2785715036	721	44.59	41	717	2	682	0.0e+00	763	COG0339	Zn-dependent oligopeptidase	683
2785715038	140	41.53	19	135	1	118	2.0e-17	81.2	COG1734	RNA polymerase-binding transcription factor DksA	120
2785715040	273	27.76	1	271	1	272	2.0e-49	189	COG0266	Formamidopyrimidine-DNA glycosylase	273
2785715041	373	22.28	8	369	4	326	5.0e-27	115	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2785715043	241	21.99	1	141	1	136	7.0e-13	68	COG1943	REP element-mobilizing transposase RayT	136
2785715047	1055	38.96	402	649	98	335	7.0e-41	163	COG0642	Signal transduction histidine kinase	336
2785715049	884	29.91	1	757	3	749	9.0e-111	395	COG4251	Bacteriophytochrome (light-regulated signal transduction histidine kinase)	750
2785715050	396	32.73	15	394	24	396	1.0e-64	240	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold	399
2785715053	392	28.06	32	261	11	255	2.0e-30	127	COG2819	Predicted hydrolase of the alpha/beta superfamily	264
2785715054	503	22.74	66	398	46	377	4.0e-28	119	COG1680	CubicO group peptidase, beta-lactamase class C family	390
2785715057	98	30.53	3	96	4	97	2.0e-09	54.1	COG2963	Transposase and inactivated derivatives	116
2785715058	293	34.06	56	284	16	225	5.0e-21	95.1	COG2801	Transposase InsO and inactivated derivatives	232
2785715060	512	28.21	36	312	6	277	1.0e-29	124	COG4584	Transposase	278
2785715066	965	60.16	452	935	6	496	0.0e+00	722	COG1003	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	496
2785715067	129	60.77	1	129	2	131	1.0e-43	168	COG0509	Glycine cleavage system H protein (lipoate-binding)	131
2785715068	359	48.54	1	356	4	374	7.0e-109	387	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	379
2785715069	450	31.25	19	446	13	411	3.0e-58	219	COG0738	Fucose permease	422
2785715070	383	40.42	2	379	1	378	1.0e-94	340	COG1820	N-acetylglucosamine-6-phosphate deacetylase	380
2785715071	332	35.4	3	331	2	340	3.0e-62	232	COG2222	Fructoselysine-6-P-deglycase FrlB and related proteins with duplicated sugar isomerase (SIS) domain	340
2785715072	301	34.32	1	300	1	299	1.0e-39	156	COG2971	BadF-type ATPase, related to human N-acetylglucosamine kinase	301
2785715073	850	29.45	224	819	140	702	2.0e-78	287	COG3525	N-acetyl-beta-hexosaminidase	732
2785715074	908	15.59	316	908	186	768	2.0e-21	98.8	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785715075	341	35.69	3	340	1	331	3.0e-75	275	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2785715077	282	26.1	4	282	1	293	5.0e-30	125	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785715078	310	18.99	4	309	17	327	3.0e-22	99.3	COG0618	nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs	332
2785715080	429	30.13	45	417	1	380	8.0e-71	261	COG0006	Xaa-Pro aminopeptidase	384
2785715082	566	25.74	147	513	7	372	2.0e-39	157	COG2234	Zn-dependent amino- or carboxypeptidase, M28 family	435
2785715083	390	36.29	2	390	1	385	1.0e-75	276	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2785715084	448	32.18	7	434	3	385	7.0e-54	204	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2785715085	439	31.5	34	431	23	384	2.0e-68	253	COG0006	Xaa-Pro aminopeptidase	384
2785715086	188	36.61	7	188	8	186	1.0e-31	129	COG3079	Uncharacterized conserved protein YgfB, UPF0149 family	186
2785715088	298	32.69	3	296	2	310	6.0e-44	171	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2785715089	313	40.38	1	310	1	306	1.0e-82	299	COG1957	Inosine-uridine nucleoside N-ribohydrolase	311
