seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_DS999537.1,P9202_RS03250,,P9202_RS03250,P9202_1790,Protein Homology,590303.0,591064.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808241.1,phycoerythrobilin:ferredoxin oxidoreductase,WP_002808241.1,,,,,P9202_1790,590303.0,591064.0,-,CK_Pro_MIT9202_01790,pebB,"GO:0046148,GO:0050617,GO:0030089",CK_00001394,B.5.3,Hemes and phycobilins,"NOG27460,NOG40636,bactNOG16188,cyaNOG02619","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.3.7.3,phycoerythrobilin:ferredoxin oxidoreductase%3B PebB,"pigment biosynthetic process,pigment biosynthetic process,15%2C16-dihydrobiliverdin:ferredoxin oxidoreductase activity,pigment biosynthetic process,15%2C16-dihydrobiliverdin:ferredoxin oxidoreductase activity,phycobilisome",phycoerythrobilin:ferredoxin oxidoreductase,"PF05996,IPR009249","Ferredoxin-dependent bilin reductase,Ferredoxin-dependent bilin reductase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,1.3.7.3
NZ_DS999537.1,P9202_RS00020,,P9202_RS00020,P9202_1791,Protein Homology,1391.0,1693.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007839.1,hypothetical protein,WP_002808242.1,,,,,P9202_1791,1391.0,1693.0,-,CK_Pro_MIT9202_01791,,,CK_00003492,,,,,,,,possible Integrin alpha cytoplasmic region,,,,,,
NZ_DS999537.1,P9202_RS08105,,P9202_RS08105,P9202_1792,Protein Homology,1481423.0,1482520.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376345.1,Gfo/Idh/MocA family protein,WP_002808244.1,"GO:0000166,GO:0003824",,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA",,P9202_1792,1481423.0,1482520.0,-,CK_Pro_MIT9202_01792,,"GO:0008152,GO:0055114,GO:0016491",CK_00000977,R.3,Enzymes of unknown specificity,"COG0673,bactNOG00137,bactNOG03486,bactNOG01087,bactNOG11151,bactNOG01882,bactNOG02657,cyaNOG00839","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"metabolic process,oxidation-reduction process,metabolic process,oxidation-reduction process,oxidoreductase activity",oxidoreductase%2C NAD-binding Rossmann fold family protein,"PF02894,PF01408,IPR004104,IPR000683","Oxidoreductase family%2C C-terminal alpha/beta domain,Oxidoreductase family%2C NAD-binding Rossmann fold,Oxidoreductase%2C C-terminal,Oxidoreductase%2C N-terminal",703,Unknown function / Enzymes of unknown specificity,,
NZ_DS999537.1,P9202_RS01715,,P9202_RS01715,P9202_1793,Protein Homology,315089.0,315949.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820764.1,TrmH family RNA methyltransferase,WP_412778394.1,"GO:0006396,GO:0032259,GO:0003723,GO:0008173,GO:1904047",,"RNA binding|0003723||IEA,RNA methyltransferase activity|0008173||IEA,S-adenosyl-L-methionine binding|1904047||IEA","RNA processing|0006396||IEA,methylation|0032259||IEA",P9202_1793,315089.0,315802.0,-,CK_Pro_MIT9202_01793,spoU,"GO:0006396,GO:0003723,GO:0008173",CK_00000714,K.3,tRNA and rRNA base modification,"COG0566,bactNOG20452,bactNOG17864,bactNOG32347,bactNOG24297,bactNOG23340,cyaNOG01489","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"RNA processing,RNA processing,RNA binding,RNA methyltransferase activity",RNA methyltransferase%2C TrmH family,"PF00588,IPR001537,IPR029026,IPR029064,IPR029028","SpoU rRNA Methylase family,tRNA/rRNA methyltransferase%2C SpoU type,tRNA (guanine-N1-)-methyltransferase%2C N-terminal,50S ribosomal protein L30e-like,Alpha/beta knot methyltransferases",168,Protein synthesis / tRNA and rRNA base modification,,2.1.1.-
NZ_DS999537.1,P9202_RS01100,,P9202_RS01100,P9202_1794,Protein Homology,189269.0,190327.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808252.1,chlorophyll a/b binding light-harvesting protein,WP_002808252.1,"GO:0009765,GO:0016168",,chlorophyll binding|0016168||IEA,photosynthesis%2C light harvesting|0009765||IEA,P9202_1794,189269.0,190327.0,-,CK_Pro_MIT9202_01794,pcb,"GO:0009765,GO:0009768,GO:0030076",CK_00033109,"D.1.1,D.1.2,J.4","Iron,Light,Light-harvesting-Pcb","NOG10575,bactNOG10458,cyaNOG05879,cyaNOG00013","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem I,photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem I,light-harvesting complex",divinyl-chlorophyll a/b binding light harvesting protein%2C photosystem I-associated,"TIGR03041,PF00421,IPR000932","chlorophyll a/b binding light-harvesting protein,Photosystem II protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis,,
NZ_DS999537.1,P9202_RS04205,,P9202_RS04205,P9202_1795,Protein Homology,790898.0,791191.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808254.1,MTH1187 family thiamine-binding protein,WP_002808254.1,,,,,P9202_1795,790898.0,791191.0,+,CK_Pro_MIT9202_01795,,,CK_00001631,"N.3,R.2","Protein interactions,Conserved hypothetical proteins","COG0011,bactNOG39354,bactNOG86699,bactNOG42643,cyaNOG07646","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,thiamine-binding protein,"TIGR00106,PF01910,IPR002767,IPR029756","uncharacterized protein%2C MTH1187 family,Thiamine-binding protein,Thiamine-binding protein,MTH1187/YkoF-like",157,Unknown function / General,,
NZ_DS999537.1,P9202_RS09275,,P9202_RS09275,P9202_1796,Protein Homology,1684883.0,1685362.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007821.1,glutathione peroxidase,WP_002808255.1,"GO:0004602,GO:0043295",,"glutathione peroxidase activity|0004602||IEA,glutathione binding|0043295||IEA",,P9202_1796,1684883.0,1685362.0,+,CK_Pro_MIT9202_01796,gpx,GO:0004602,CK_00000308,B.9, Thioredoxin%2C glutaredoxin and glutathione,"COG0386,bactNOG18064,cyaNOG05370,cyaNOG06795","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.11.1.9,glutathione peroxidase%3B GSH peroxidase%3B selenium-glutathione peroxidase%3B reduced glutathione peroxidase,glutathione peroxidase activity,glutathione peroxidase,"PF00255,PS00460,PS51355,IPR000889,IPR029759","Glutathione peroxidase,Glutathione peroxidases active site.,Glutathione peroxidase profile.,Glutathione peroxidase,Glutathione peroxidase active site",86,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Glutathione and analogs,,1.11.1.-
NZ_DS999537.1,P9202_RS07885,,P9202_RS07885,P9202_1797,Protein Homology,1438624.0,1438893.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808257.1,hypothetical protein,WP_002808257.1,,,,,P9202_1797,1438624.0,1438893.0,+,CK_Pro_MIT9202_01797,,,CK_00001476,R.2,Conserved hypothetical proteins,"NOG39539,COG0458,COG0610,COG0504,bactNOG75117,cyaNOG08352","COG: POORLY CHARACTERIZED [S] Function unknown,COG: EF,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,cobA,cobA,P9202_RS03775,P9202_1798,Protein Homology,696661.0,697464.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377329.1,uroporphyrinogen-III C-methyltransferase,WP_033830063.1,"GO:0019354,GO:0004851",,uroporphyrin-III C-methyltransferase activity|0004851||IEA,siroheme biosynthetic process|0019354||IEA,P9202_1798,696661.0,697476.0,-,CK_Pro_MIT9202_01798,cobA,"GO:0006779,GO:0004851",CK_00000384,B.10.2,Cobalamin (b12),"COG0007,bactNOG23167,bactNOG01921,cyaNOG01196","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.1.1.107,uroporphyrinogen-III C-methyltransferase%3B uroporphyrinogen methyltransferase%3B uroporphyrinogen-III methyltransferase%3B adenosylmethionine-uroporphyrinogen III methyltransferase%3B S-adenosyl-L-methionine-dependent uroporphyrinogen III methylase%3B uroporphyrinogen-III methylase%3B SirA%3B CysG%3B CobA [ambiguous - see EC 2.5.1.17] SUMT%3B uroporphyrin-III C-methyltransferase (incorrect)%3B S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase (incorrect),"porphyrin-containing compound biosynthetic process,porphyrin-containing compound biosynthetic process,uroporphyrin-III C-methyltransferase activity",uroporphyrinogen-III C-methyltransferase,"TIGR01469,PF00590,PS00839,PS00840,IPR006366,IPR003043,IPR000878","uroporphyrinogen-III C-methyltransferase,Tetrapyrrole (Corrin/Porphyrin) Methylases,Uroporphyrin-III C-methyltransferase signature 1.,Uroporphyrin-III C-methyltransferase signature 2.,Uroporphyrin-III C-methyltransferase,Uroporphiryn-III C-methyltransferase%2C conserved site,Tetrapyrrole methylase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,2.1.1.107
NZ_DS999537.1,purL,purL,P9202_RS03905,P9202_1800,Protein Homology,728380.0,730719.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375568.1,phosphoribosylformylglycinamidine synthase subunit PurL,WP_002808263.1,"GO:0006189,GO:0004642",,phosphoribosylformylglycinamidine synthase activity|0004642||IEA,'de novo' IMP biosynthetic process|0006189||IEA,P9202_1800,728380.0,730719.0,+,CK_Pro_MIT9202_01800,purL,"GO:0009152,GO:0006541,GO:0006189,GO:0006164,GO:0004642",CK_00000362,M.3,Purine ribonucleotide biosynthesis,"COG0046,bactNOG00968,cyaNOG01049","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",6.3.5.3,phosphoribosylformylglycinamidine synthase%3B phosphoribosylformylglycinamidine synthetase%3B formylglycinamide ribonucleotide amidotransferase%3B phosphoribosylformylglycineamidine synthetase%3B FGAM synthetase%3B FGAR amidotransferase%3B 5'-phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)%3B 2-N-formyl-1-N-(5-phospho-D-ribosyl)glycinamide:L-glutamine amido-ligase (ADP-forming),"purine ribonucleotide biosynthetic process,glutamine metabolic process,'de novo' IMP biosynthetic process,purine nucleotide biosynthetic process,purine ribonucleotide biosynthetic process,glutamine metabolic process,'de novo' IMP biosynthetic process,purine nucleotide biosynthetic process,phosphoribosylformylglycinamidine synthase activity",phosphoribosylformylglycinamidine synthase%2C synthetase domain,"TIGR01736,PF02769,PF00586,IPR010918,IPR000728,IPR010074","phosphoribosylformylglycinamidine synthase II,AIR synthase related protein%2C C-terminal domain,AIR synthase related protein%2C N-terminal domain,PurM-like%2C C-terminal domain,Description not found.,Phosphoribosylformylglycinamidine subunit PurL",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,,6.3.5.3
NZ_DS999537.1,P9202_RS09260,,P9202_RS09260,P9202_1801,Protein Homology,1683014.0,1683214.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808265.1,hypothetical protein,WP_002808265.1,,,,,P9202_1801,1683014.0,1683214.0,-,CK_Pro_MIT9202_01801,,,CK_00039158,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS10095,,P9202_RS10095,P9202_1802,Protein Homology,1621294.0,1621446.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818444.1,hypothetical protein,WP_002808267.1,,,,,P9202_1802,1621294.0,1621446.0,+,CK_Pro_MIT9202_01802,,,CK_00051596,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS07850,,P9202_RS07850,P9202_1803,Protein Homology,1435257.0,1435625.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818235.1,hypothetical protein,WP_002808275.1,,,,,P9202_1803,1435257.0,1435625.0,-,CK_Pro_MIT9202_01803,,,CK_00003441,R.1,Conserved hypothetical domains,COG1401,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS09495,,P9202_RS09495,P9202_1804,Protein Homology,223104.0,224030.0,-,,,COORDINATES: protein motif:HMM:NF012745.5,glycosyltransferase,WP_082303579.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,P9202_1804,223104.0,223991.0,-,CK_Pro_MIT9202_01804,wcaA,GO:0016740,CK_00002660,,,COG0463,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,2.4.1.-,,transferase activity,possible beta-glycosyltransferase,"PF00535,IPR001173","Glycosyl transferase family 2,Glycosyltransferase 2-like",,,,2.4.-.-
NZ_DS999537.1,asnB,asnB,P9202_RS01475,P9202_1805,Protein Homology,265437.0,267284.0,+,,,COORDINATES: protein motif:HMM:TIGR01536.1,asparagine synthase (glutamine-hydrolyzing),WP_002808279.1,"GO:0006529,GO:0004066",,asparagine synthase (glutamine-hydrolyzing) activity|0004066||IEA,asparagine biosynthetic process|0006529||IEA,P9202_1805,265437.0,267284.0,+,CK_Pro_MIT9202_01805,asnB2,"GO:0006529,GO:0006529,GO:0004066",CK_00057301,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),COG0367,COG: METABOLISM [E] Amino acid transport and metabolism,6.3.5.4,asparagine synthase (glutamine-hydrolysing)%3B asparagine synthetase (glutamine-hydrolysing)%3B glutamine-dependent asparagine synthetase%3B asparagine synthetase B%3B AS%3B AS-B,"asparagine biosynthetic process,asparagine biosynthetic process,asparagine biosynthetic process,asparagine biosynthetic process,asparagine synthase (glutamine-hydrolyzing) activity",asparagine synthase (glutamine-hydrolyzing),"TIGR01536,PF00733,PF13537,PS51278,IPR001962,IPR006426,IPR017932,IPR000583","asparagine synthase (glutamine-hydrolyzing),Asparagine synthase,Glutamine amidotransferase domain,Glutamine amidotransferase type 2 domain profile.,Asparagine synthase,Asparagine synthase%2C glutamine-hydrolyzing,Glutamine amidotransferase type 2 domain,Description not found.",71,Amino acid biosynthesis / Aspartate family,,6.3.5.4
NZ_DS999537.1,rpiA,rpiA,P9202_RS02720,P9202_1806,Protein Homology,496144.0,496857.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019480286.1,ribose-5-phosphate isomerase RpiA,WP_412778392.1,"GO:0009052,GO:0004751",,ribose-5-phosphate isomerase activity|0004751||IEA,pentose-phosphate shunt%2C non-oxidative branch|0009052||IEA,P9202_1806,496144.0,496839.0,-,CK_Pro_MIT9202_01806,rpiA,"GO:0006098,GO:0009052,GO:0004751",CK_00039172,"G.5,J.2","Pentose phosphate pathway,CO2 fixation","COG0120,bactNOG04780,cyaNOG02013","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",5.3.1.6,ribose-5-phosphate isomerase%3B phosphopentosisomerase%3B phosphoriboisomerase%3B ribose phosphate isomerase%3B 5-phosphoribose isomerase%3B D-ribose 5-phosphate isomerase%3B D-ribose-5-phosphate ketol-isomerase,"pentose-phosphate shunt,pentose-phosphate shunt%2C non-oxidative branch,pentose-phosphate shunt,pentose-phosphate shunt%2C non-oxidative branch,ribose-5-phosphate isomerase activity",ribose 5-phosphate isomerase A,"TIGR00021,PF06026,IPR004788,IPR037171,IPR020672","ribose 5-phosphate isomerase A,Ribose 5-phosphate isomerase A (phosphoriboisomerase A),Ribose 5-phosphate isomerase%2C type A,NagB/RpiA transferase-like,Ribose-5-phosphate isomerase%2C type A%2C subgroup","117,164","Energy metabolism / Pentose phosphate pathway,Energy metabolism / Photosynthesis",,5.3.1.6
NZ_DS999537.1,P9202_RS01665,,P9202_RS01665,P9202_1807,Protein Homology,305092.0,306033.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376931.1,RpoD/SigA family RNA polymerase sigma factor,WP_002808283.1,,,,,P9202_1807,305092.0,306033.0,-,CK_Pro_MIT9202_01807,rpoD6,"GO:0006352,GO:0016987,GO:0003700,GO:0003677",CK_00009058,P.3,Transcription factors,"COG0568,bactNOG62936,cyaNOG06059,cyaNOG06155","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"DNA-templated transcription%2C initiation,DNA-templated transcription%2C initiation,sigma factor activity,DNA-binding transcription factor activity,DNA binding",RNA polymerase sigma factor%2C type II,"TIGR02937,TIGR02997,PF04539,PF04542,PF00140,PF04545,PS00716,PS00715,IPR007624,IPR000943,IPR007627,IPR017848,IPR009042,IPR014284,IPR007630","RNA polymerase sigma factor%2C sigma-70 family,RNA polymerase sigma factor%2C cyanobacterial RpoD-like family,Sigma-70 region 3,Sigma-70 region 2,Sigma-70 factor%2C region 1.2,Sigma-70%2C region 4,Sigma-70 factors family signature 2.,Sigma-70 factors family signature 1.,RNA polymerase sigma-70 region 3,RNA polymerase sigma-70,RNA polymerase sigma-70 region 2,RNA polymerase sigma factor%2C RpoD-like%2C cyanobacteria,RNA polymerase sigma-70 region 1.2,RNA polymerase sigma-70 like domain,RNA polymerase sigma-70 region 4",165,Transcription / Transcription factors,,
NZ_DS999537.1,P9202_RS02230,,P9202_RS02230,P9202_1808,Protein Homology,408604.0,409488.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808285.1,LOG family protein,WP_033830053.1,"GO:0009691,GO:0016799",,hydrolase activity%2C hydrolyzing N-glycosyl compounds|0016799||IEA,cytokinin biosynthetic process|0009691||IEA,P9202_1808,408592.0,409488.0,+,CK_Pro_MIT9202_01808,,,CK_00036913,,,,,,,,putative lysine decarboxylase family protein,"PF03641,IPR005269","Possible lysine decarboxylase,Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG",703,Unknown function / Enzymes of unknown specificity,,3.2.2.-
