GID,SYMBOL,KID,KO,PRODUCT,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
PMT9312_1104,PMT9312_1104,pmi:PMT9312_1104,K01012,biotin synthase,Q31AD2,Biotin synthase (EC 2.8.1.6).,2.8.1.6,1017654,1017654..1018661,335
PMT9312_1105,PMT9312_1105,pmi:PMT9312_1105,K07146,rhodanese-like,Q31AD1,UPF0176 protein PMT9312_1105.,,1018658,1018658..1019590,310
PMT9312_1106,PMT9312_1106,pmi:PMT9312_1106,,hypothetical protein,Q31AD0,Hypothetical protein.,,1019602,1019602..1020102,166
PMT9312_1107,PMT9312_1107,pmi:PMT9312_1107,K03644,lipoic acid synthetase,Q31AC9,Lipoic acid synthetase.,2.8.1.8,1020099,complement(1020099..1020998),299
PMT9312_1108,recR,pmi:PMT9312_1108,K06187,recombination protein RecR,Q31AC8,Recombination protein RecR.,,1021002,complement(1021002..1021601),199
PMT9312_1109,psbP,pmi:PMT9312_1109,K02717,photosystem II oxygen evolving complex protein PsbP,Q31AC7,Photosystem II oxygen evolving complex protein PsbP precursor.,,1021705,1021705..1022262,185
PMT9312_1110,PMT9312_1110,pmi:PMT9312_1110,K06147,ATPase,Q31AC6,ATPase.,,1022278,complement(1022278..1024050),590
PMT9312_1111,PMT9312_1111,pmi:PMT9312_1111,,hypothetical protein,Q31AC5,Hypothetical protein precursor.,,1024061,complement(1024061..1024351),96
PMT9312_1112,PMT9312_1112,pmi:PMT9312_1112,K05592,DEAD/DEAH box helicase-like,Q31AC4,DEAD/DEAH box helicase-like.,,1024361,complement(1024361..1026142),593
PMT9312_1113,PMT9312_1113,pmi:PMT9312_1113,K03581,exodeoxyribonuclease V,Q31AC3,Exodeoxyribonuclease V (EC 3.1.11.5).,3.1.11.5,1026281,complement(1026281..1027981),566
PMT9312_1114,PMT9312_1114,pmi:PMT9312_1114,K03582,UvrD/REP helicase subunit B-like,Q31AC2,UvrD/REP helicase subunit B-like.,3.1.11.5,1027983,complement(1027983..1031609),1208
PMT9312_1115,PMT9312_1115,pmi:PMT9312_1115,,hypothetical protein,Q31AC1,Hypothetical protein.,,1031622,complement(1031622..1032095),157
PMT9312_1116,PMT9312_1116,pmi:PMT9312_1116,K03583,exodeoxyribonuclease V subunit C 125 kD polypeptide-like,Q31AC0,Exodeoxyribonuclease V subunit C 125 kD polypeptide-like.,3.1.11.5,1032099,complement(1032099..1035281),1060
PMT9312_1117,PMT9312_1117,pmi:PMT9312_1117,,hypothetical protein,Q31AB9,Hypothetical protein.,,1035299,complement(1035299..1035616),105
PMT9312_1118,pdxJ,pmi:PMT9312_1118,K03474,pyridoxal phosphate biosynthetic protein PdxJ,Q31AB8,Pyridoxal phosphate biosynthetic protein pdxJ (PNP synthase).,2.6.99.2,1035625,complement(1035625..1036644),339
PMT9312_1119,PMT9312_1119,pmi:PMT9312_1119,,phospholipid/glycerol acyltransferase,Q31AB7,Phospholipid/glycerol acyltransferase.,,1036442,1036442..1037116,224
PMT9312_1120,PMT9312_1120,pmi:PMT9312_1120,,hypothetical protein,Q31AB6,Hypothetical protein.,,1037160,1037160..1037675,171
PMT9312_1121,PMT9312_1121,pmi:PMT9312_1121,,BolA-like protein,Q31AB5,BolA-like protein.,,1037688,1037688..1037918,76
PMT9312_1122,PMT9312_1122,pmi:PMT9312_1122,K07390,glutaredoxin-related protein,Q31AB4,Glutaredoxin-related protein.,,1037922,1037922..1038245,107
PMT9312_1123,PMT9312_1123,pmi:PMT9312_1123,,hypothetical protein,Q31AB3,Hypothetical protein.,,1038294,complement(1038294..1038563),89
PMT9312_1124,PMT9312_1124,pmi:PMT9312_1124,,"two component transcriptional regulator, winged helix family",Q31AB2,"Two component transcriptional regulator, winged helix family.",,1038650,1038650..1039387,245
PMT9312_1125,PMT9312_1125,pmi:PMT9312_1125,,hypothetical protein,Q31AB1,Hypothetical protein.,,1039384,complement(1039384..1039890),168
PMT9312_1126,PMT9312_1126,pmi:PMT9312_1126,K09835,putative carotenoid isomerase,Q31AB0,Putative carotenoid isomerase precursor.,5.-.-.-,1039902,complement(1039902..1041446),514
PMT9312_1127,PMT9312_1127,pmi:PMT9312_1127,,gid protein,Q31AA9,Gid protein.,,1041471,complement(1041471..1042883),470
PMT9312_1128,PMT9312_1128,pmi:PMT9312_1128,K02723,photosystem II reaction center Y protein (PsbY)-like,Q31AA8,Photosystem II reaction center Y protein (PsbY)-like.,,1042895,complement(1042895..1043008),37
PMT9312_R0025,tRNA-Lys1,pmi:PMT9312_R0025,,tRNA-Lys,,,,1043185,1043185..1043256,
PMT9312_1129,PMT9312_1129,pmi:PMT9312_1129,,hypothetical protein,Q31AA7,Hypothetical protein.,,1043740,1043740..1043886,48
PMT9312_1130,PMT9312_1130,pmi:PMT9312_1130,,porin precursor-like,Q31AA6,Porin precursor-like.,,1044540,complement(1044540..1045694),384
PMT9312_1131,PMT9312_1131,pmi:PMT9312_1131,,porin precursor-like,Q31AA5,Porin precursor-like.,,1045860,complement(1045860..1046975),371
PMT9312_1132,PMT9312_1132,pmi:PMT9312_1132,,hypothetical protein,Q31AA4,Hypothetical protein.,,1047788,complement(1047788..1048477),229
PMT9312_1133,PMT9312_1133,pmi:PMT9312_1133,K00759,adenine phosphoribosyltransferase,Q31AA3,Adenine phosphoribosyltransferase (EC 2.4.2.7).,2.4.2.7,1048619,complement(1048619..1049131),170
PMT9312_1134,PMT9312_1134,pmi:PMT9312_1134,,hypothetical protein,Q31AA2,Hypothetical protein.,,1049583,complement(1049583..1051262),559
PMT9312_1135,PMT9312_1135,pmi:PMT9312_1135,,protein family PM-13,Q31AA1,Protein family PM-13 precursor.,,1051556,1051556..1052521,321
PMT9312_R0026,tRNA-Pro1,pmi:PMT9312_R0026,,tRNA-Pro,,,,1052661,1052661..1052737,
PMT9312_1136,PMT9312_1136,pmi:PMT9312_1136,,hypothetical protein,Q31AA0,Hypothetical protein.,,1052894,complement(1052894..1053208),104
PMT9312_1137,PMT9312_1137,pmi:PMT9312_1137,,hypothetical protein,Q31A99,Hypothetical protein.,,1053412,1053412..1053798,128
PMT9312_1138,PMT9312_1138,pmi:PMT9312_1138,,heat shock protein DnaJ-like,Q31A98,Heat shock protein DnaJ-like.,,1053894,complement(1053894..1054415),173
PMT9312_1139,PMT9312_1139,pmi:PMT9312_1139,,hypothetical protein,Q31A97,Hypothetical protein.,,1054936,complement(1054936..1055295),119
PMT9312_1140,PMT9312_1140,pmi:PMT9312_1140,,hypothetical protein,Q31A96,Hypothetical protein precursor.,,1055543,complement(1055543..1056022),159
PMT9312_1141,PMT9312_1141,pmi:PMT9312_1141,,hypothetical protein,Q31A95,Hypothetical protein precursor.,,1056019,complement(1056019..1056885),288
PMT9312_1142,PMT9312_1142,pmi:PMT9312_1142,,hypothetical protein,Q31A94,Hypothetical protein.,,1057487,complement(1057487..1057612),41
PMT9312_1143,PMT9312_1143,pmi:PMT9312_1143,,high light inducible protein-like,Q319Z7,High light inducible protein-like.,,1057780,complement(1057780..1057914),44
PMT9312_1144,psbA,pmi:PMT9312_1144,K02703,photosystem II reaction center D1 protein,Q31A92,Photosystem q(B) protein.,,1058239,1058239..1059321,360
PMT9312_1145,PMT9312_1145,pmi:PMT9312_1145,,hypothetical protein,Q31A91,Hypothetical protein.,,1059433,complement(1059433..1060221),262
PMT9312_1146,PMT9312_1146,pmi:PMT9312_1146,,hypothetical protein,Q31A90,Hypothetical protein.,,1060448,complement(1060448..1061224),258
PMT9312_1147,PMT9312_1147,pmi:PMT9312_1147,,hypothetical protein,Q31A89,Hypothetical protein.,,1061228,complement(1061228..1061812),194
PMT9312_1148,PMT9312_1148,pmi:PMT9312_1148,,hypothetical protein,Q31A88,Hypothetical protein.,,1061828,complement(1061828..1062337),169
PMT9312_1149,PMT9312_1149,pmi:PMT9312_1149,,protein with signal peptide,Q31A87,Protein with signal peptide.,,1062737,1062737..1065709,990
PMT9312_1150,PMT9312_1150,pmi:PMT9312_1150,,uncharacterized conserved protein containing SWIM-like Zn-finger,Q31A86,Uncharacterized conserved protein containing SWIM-like Zn-finger.,,1065706,1065706..1067346,546
PMT9312_1151,PMT9312_1151,pmi:PMT9312_1151,,retron-type reverse transcriptase,Q31A85,Retron-type reverse transcriptase.,,1067348,1067348..1068796,482
PMT9312_1152,PMT9312_1152,pmi:PMT9312_1152,,hypothetical protein,Q31A84,Hypothetical protein.,,1068807,1068807..1069370,187
PMT9312_1153,PMT9312_1153,pmi:PMT9312_1153,,hypothetical protein,Q31A83,Hypothetical protein.,,1069424,complement(1069424..1069846),140
PMT9312_1154,PMT9312_1154,pmi:PMT9312_1154,,hypothetical protein,Q31A82,Hypothetical protein.,,1069860,complement(1069860..1071047),395
PMT9312_1155,PMT9312_1155,pmi:PMT9312_1155,K01971,ATP-dependent DNA ligase,Q31A81,ATP-dependent DNA ligase.,6.5.1.1,1071098,complement(1071098..1072192),364
PMT9312_1156,PMT9312_1156,pmi:PMT9312_1156,,protein family PM-12,Q31A80,Protein family PM-12.,,1072307,complement(1072307..1072819),170
PMT9312_1157,PMT9312_1157,pmi:PMT9312_1157,,hypothetical protein,Q31A79,Hypothetical protein precursor.,,1073052,complement(1073052..1073474),140
PMT9312_1158,PMT9312_1158,pmi:PMT9312_1158,,vanadium/alternative nitrogenase delta-like,Q31A78,Vanadium/alternative nitrogenase delta-like.,,1073910,1073910..1074203,97
PMT9312_1159,PMT9312_1159,pmi:PMT9312_1159,,hypothetical protein,Q31A77,Hypothetical protein.,,1074511,1074511..1074696,61
PMT9312_1160,PMT9312_1160,pmi:PMT9312_1160,,virion host shutoff protein-like,Q31A76,Virion host shutoff protein-like.,,1074708,1074708..1074896,62
PMT9312_1161,PMT9312_1161,pmi:PMT9312_1161,,cytochrome oxidase C subunit VIb-like,Q31A75,Cytochrome oxidase C subunit VIb-like.,,1075209,complement(1075209..1075463),84
PMT9312_R0027,tRNA-Pseudo1,pmi:PMT9312_R0027,,tRNA-other,,,,1075970,1075970..1076040,
PMT9312_1162,PMT9312_1162,pmi:PMT9312_1162,,hypothetical protein,Q31A74,Hypothetical protein.,,1076207,complement(1076207..1076860),217
PMT9312_1163,PMT9312_1163,pmi:PMT9312_1163,,hypothetical protein,Q31A73,Hypothetical protein.,,1077233,complement(1077233..1077688),151
PMT9312_1164,PMT9312_1164,pmi:PMT9312_1164,,sulfotransferase family protein,Q31A72,Sulfotransferase family protein.,,1078089,complement(1078089..1078721),210
PMT9312_1165,PMT9312_1165,pmi:PMT9312_1165,K02028,ATPase,Q31A71,ATPase.,3.6.3.21,1079190,complement(1079190..1079930),246
PMT9312_1166,PMT9312_1166,pmi:PMT9312_1166,K09971,"amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine",Q31A70,"Amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine.",,1079941,complement(1079941..1080972),343
PMT9312_1167,PMT9312_1167,pmi:PMT9312_1167,K09970,"amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine",Q31A69,"Amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine.",,1080980,complement(1080980..1081873),297
PMT9312_1168,PMT9312_1168,pmi:PMT9312_1168,K09969,"extracellular solute-binding protein, family 3",Q31A68,"Extracellular solute-binding protein, family 3 precursor.",,1081893,complement(1081893..1082942),349
PMT9312_1169,PMT9312_1169,pmi:PMT9312_1169,,NADPH-dependent reductase,Q31A67,NADPH-dependent reductase.,,1084774,complement(1084774..1085784),336
PMT9312_1170,PMT9312_1170,pmi:PMT9312_1170,,hypothetical protein,Q31A66,Hypothetical protein precursor.,,1086217,complement(1086217..1086822),201
PMT9312_1171,PMT9312_1171,pmi:PMT9312_1171,,hypothetical protein,Q31A65,Hypothetical protein.,,1087039,complement(1087039..1087716),225
PMT9312_1172,PMT9312_1172,pmi:PMT9312_1172,,hypothetical protein,Q31A64,Hypothetical protein.,,1088522,complement(1088522..1088785),87
PMT9312_1173,PMT9312_1173,pmi:PMT9312_1173,,high light inducible protein-like,Q31A63,High light inducible protein-like.,,1088986,complement(1088986..1089240),84
PMT9312_1174,PMT9312_1174,pmi:PMT9312_1174,,hypothetical protein,Q31A62,Hypothetical protein.,,1090004,complement(1090004..1090228),74
PMT9312_1175,PMT9312_1175,pmi:PMT9312_1175,,hypothetical protein,Q31A61,Hypothetical protein.,,1090291,complement(1090291..1090704),137
PMT9312_1176,PMT9312_1176,pmi:PMT9312_1176,K02708,PsbF protein-like,Q31A60,PsbF-like protein.,,1091505,complement(1091505..1091801),98
PMT9312_1177,PMT9312_1177,pmi:PMT9312_1177,,hypothetical protein,Q31A59,Hypothetical protein.,,1092021,1092021..1092389,122
PMT9312_1178,PMT9312_1178,pmi:PMT9312_1178,,hypothetical protein,Q31A58,Hypothetical protein.,,1093035,complement(1093035..1093349),104
PMT9312_1179,PMT9312_1179,pmi:PMT9312_1179,,adhesin-like protein,Q31A57,Adhesin-like protein precursor.,,1093815,1093815..1094933,372
PMT9312_1180,PMT9312_1180,pmi:PMT9312_1180,,hypothetical protein,Q31A56,Hypothetical protein precursor.,,1094937,1094937..1095872,311
PMT9312_1181,PMT9312_1181,pmi:PMT9312_1181,,outer membrane protein-like,Q31A55,Outer membrane protein-like precursor.,,1096012,complement(1096012..1097832),606
PMT9312_1182,PMT9312_1182,pmi:PMT9312_1182,K06147,ATPase,Q31A54,ATPase.,,1098042,1098042..1100990,982
PMT9312_1183,PMT9312_1183,pmi:PMT9312_1183,K02022,leukotoxin secretion protein-like,Q31A53,Leukotoxin secretion protein-like.,,1101022,1101022..1101975,317
PMT9312_1184,PMT9312_1184,pmi:PMT9312_1184,,hypothetical protein,Q31A52,Hypothetical protein.,,1101985,complement(1101985..1102314),109
PMT9312_1185,PMT9312_1185,pmi:PMT9312_1185,,subtilisin-like serine proteases-like,Q31A51,Subtilisin-like serine proteases-like.,,1102422,complement(1102422..1105097),891
PMT9312_1186,PMT9312_1186,pmi:PMT9312_1186,K02654,leader peptidase (prepilin peptidase) / N-methyltransferase,Q31A50,Leader peptidase (Prepilin peptidase) / N-methyltransferase.,2.1.1.- 3.4.23.43,1105215,1105215..1106063,282
PMT9312_1187,PMT9312_1187,pmi:PMT9312_1187,K02653,type II secretory pathway component PulF-like,Q31A49,Type II secretory pathway component PulF-like.,,1106092,complement(1106092..1107432),446
PMT9312_1188,PMT9312_1188,pmi:PMT9312_1188,K02669,twitching motility protein,Q31A48,Twitching motility protein.,,1107438,complement(1107438..1108514),358
PMT9312_1189,PMT9312_1189,pmi:PMT9312_1189,K02652,type II secretory pathway ATPase PulE/Tfp pilus assembly pathway ATPase PilB-like,Q31A47,Type II secretory pathway ATPase PulE/Tfp pilus assembly pathway ATPase PilB-like.,,1108511,complement(1108511..1110295),594
PMT9312_1190,PMT9312_1190,pmi:PMT9312_1190,,hypothetical protein,Q31A46,Hypothetical protein precursor.,,1110460,1110460..1110933,157
PMT9312_1191,PMT9312_1191,pmi:PMT9312_1191,,hypothetical protein,Q31A45,Hypothetical protein.,,1110930,1110930..1112528,532
PMT9312_1192,PMT9312_1192,pmi:PMT9312_1192,,hypothetical protein,Q31A44,Hypothetical protein.,,1112519,1112519..1113217,232
PMT9312_1193,PMT9312_1193,pmi:PMT9312_1193,,hypothetical protein,Q31A43,Hypothetical protein.,,1113214,1113214..1113975,253
PMT9312_1194,"pilQ, gspD",pmi:PMT9312_1194,K02666,bifunctional pilus assembly protein PilQ/type II secretion pathway protein D,Q31A42,Type II secretory pathway component PulD-like precursor.,,1114072,1114072..1115742,556
PMT9312_1195,PMT9312_1195,pmi:PMT9312_1195,,hypothetical protein,Q31A41,Hypothetical protein.,,1115765,complement(1115765..1117249),494
PMT9312_1196,PMT9312_1196,pmi:PMT9312_1196,,hypothetical protein,Q31A40,Hypothetical protein.,,1117237,complement(1117237..1117860),207
PMT9312_1197,PMT9312_1197,pmi:PMT9312_1197,,hypothetical protein,Q31A39,Hypothetical protein.,,1117860,complement(1117860..1118444),194
PMT9312_1198,PMT9312_1198,pmi:PMT9312_1198,,hypothetical protein,Q31A38,Hypothetical protein precursor.,,1118446,complement(1118446..1120614),722
PMT9312_1199,PMT9312_1199,pmi:PMT9312_1199,,hypothetical protein,Q31A37,Hypothetical protein.,,1120689,complement(1120689..1121354),221
PMT9312_1200,PMT9312_1200,pmi:PMT9312_1200,,hypothetical protein,Q31A36,Hypothetical protein.,,1121431,complement(1121431..1121760),109
PMT9312_1201,PMT9312_1201,pmi:PMT9312_1201,,Tfp pilus assembly protein PilE-like,Q31A35,Tfp pilus assembly protein PilE-like.,,1121821,complement(1121821..1122390),189
PMT9312_1202,PMT9312_1202,pmi:PMT9312_1202,,TPR repeat,Q31A34,TPR repeat.,,1122591,1122591..1124489,632
PMT9312_1203,PMT9312_1203,pmi:PMT9312_1203,,hypothetical protein,Q31A33,Hypothetical protein.,,1124555,complement(1124555..1125274),239
PMT9312_1204,PMT9312_1204,pmi:PMT9312_1204,K06182,"pseudouridine synthase, Rsu",Q31A32,Pseudouridine synthase (RNA-uridine isomerase) (RNA pseudouridylate synthase).,5.4.99.12,1125626,complement(1125626..1126348),240
PMT9312_1205,PMT9312_1205,pmi:PMT9312_1205,,hypothetical protein,Q31A31,Hypothetical protein.,,1126708,1126708..1127313,201
PMT9312_1206,PMT9312_1206,pmi:PMT9312_1206,,hypothetical protein,Q31A30,Hypothetical protein.,,1127502,complement(1127502..1127753),83
PMT9312_1207,PMT9312_1207,pmi:PMT9312_1207,,hypothetical protein,Q31A29,Hypothetical protein.,,1128315,complement(1128315..1128953),212
PMT9312_1208,PMT9312_1208,pmi:PMT9312_1208,,hypothetical protein,Q31A28,Hypothetical protein.,,1129750,1129750..1129914,54
PMT9312_1209,PMT9312_1209,pmi:PMT9312_1209,,hypothetical protein,Q31A27,Hypothetical protein.,,1130689,complement(1130689..1131000),103
PMT9312_1210,PMT9312_1210,pmi:PMT9312_1210,,hypothetical protein,Q31A26,Hypothetical protein precursor.,,1131761,1131761..1131991,76
PMT9312_1813,PMT9312_1813,pmi:PMT9312_1813,,hypothetical protein,Q31A25,Hypothetical protein.,,1132323,1132323..1132445,40
PMT9312_1212,PMT9312_1212,pmi:PMT9312_1212,,hypothetical protein,Q31A24,Hypothetical protein precursor.,,1132493,1132493..1133026,177
PMT9312_1213,PMT9312_1213,pmi:PMT9312_1213,,gibberellin regulated protein-like,Q31A23,Gibberellin regulated protein-like.,,1133133,1133133..1133270,45
PMT9312_1214,PMT9312_1214,pmi:PMT9312_1214,,fumarate reductase subunit D-like,Q31A22,Fumarate reductase subunit D-like precursor.,,1133271,1133271..1133534,87
PMT9312_1215,PMT9312_1215,pmi:PMT9312_1215,,hypothetical protein,Q31A21,Hypothetical protein.,,1133556,complement(1133556..1133756),66
PMT9312_1216,PMT9312_1216,pmi:PMT9312_1216,,hypothetical protein,Q31A20,Hypothetical protein.,,1134165,complement(1134165..1134455),96
PMT9312_1217,PMT9312_1217,pmi:PMT9312_1217,,hypothetical protein,Q31A19,Hypothetical protein.,,1135005,complement(1135005..1135280),91
PMT9312_1218,PMT9312_1218,pmi:PMT9312_1218,,hypothetical protein,Q31A18,Hypothetical protein.,,1135963,complement(1135963..1136178),71
PMT9312_1219,PMT9312_1219,pmi:PMT9312_1219,,"Mn2+ and Fe2+ transporter, NRAMP family",Q31A17,"Mn2+ and Fe2+ transporter, NRAMP family precursor.",,1136916,complement(1136916..1138220),434
PMT9312_1220,PMT9312_1220,pmi:PMT9312_1220,,hypothetical protein,Q31A16,Hypothetical protein.,,1138599,complement(1138599..1138955),118
PMT9312_1221,PMT9312_1221,pmi:PMT9312_1221,,protein family PM-11,Q31A15,Protein family PM-11.,,1139039,complement(1139039..1139338),99
PMT9312_1222,PMT9312_1222,pmi:PMT9312_1222,,hypothetical protein,Q31A14,Hypothetical protein.,,1139355,complement(1139355..1139690),111
PMT9312_1223,PMT9312_1223,pmi:PMT9312_1223,K03308,Na+-dependent transporter of the SNF family,Q31A13,Na+-dependent transporter of the SNF family.,,1139766,1139766..1141115,449
PMT9312_1224,PMT9312_1224,pmi:PMT9312_1224,,hypothetical protein,Q31A12,Hypothetical protein.,,1141418,1141418..1143121,567
PMT9312_1225,PMT9312_1225,pmi:PMT9312_1225,,hypothetical protein,Q31A11,Hypothetical protein precursor.,,1143167,complement(1143167..1143589),140
PMT9312_1226,PMT9312_1226,pmi:PMT9312_1226,,hypothetical protein,Q31A10,Hypothetical protein.,,1143877,complement(1143877..1144059),60
PMT9312_1227,PMT9312_1227,pmi:PMT9312_1227,,phosphatidylinositol-specific-like,Q31A09,Phosphatidylinositol-specific-like.,,1144209,1144209..1144478,89
PMT9312_1228,PMT9312_1228,pmi:PMT9312_1228,,high light inducible protein-like,Q31A08,High light inducible protein-like.,,1144707,1144707..1144913,68
PMT9312_1229,PMT9312_1229,pmi:PMT9312_1229,,high light inducible protein-like,Q31A07,High light inducible protein-like.,,1144943,1144943..1145173,76
PMT9312_1230,PMT9312_1230,pmi:PMT9312_1230,,high light inducible protein-like,Q31A06,High light inducible protein-like.,,1145207,1145207..1145335,42
PMT9312_1231,PMT9312_1231,pmi:PMT9312_1231,,protein family PM-15,Q31A05,Protein family PM-15.,,1145337,1145337..1145516,59
PMT9312_1232,PMT9312_1232,pmi:PMT9312_1232,,uncharacterized protein family UPF005,Q31A04,Uncharacterized protein family UPF005 precursor.,,1146036,complement(1146036..1146287),83
PMT9312_1233,PMT9312_1233,pmi:PMT9312_1233,,cytochrome b/b6/PetD-like,Q31A03,Cytochrome b/b6/PetD-like precursor.,,1146341,complement(1146341..1146640),99
PMT9312_1234,PMT9312_1234,pmi:PMT9312_1234,K06942,hypothetical protein,Q31A02,Hypothetical protein.,,1147114,complement(1147114..1148205),363
PMT9312_1235,hlyD,pmi:PMT9312_1235,K02005,secretion protein HlyD,Q31A01,Secretion protein HlyD precursor.,,1148350,1148350..1149411,353
PMT9312_1236,PMT9312_1236,pmi:PMT9312_1236,K02335,DNA polymerase I,Q31A00,DNA polymerase I (EC 2.7.7.7).,2.7.7.7,1149408,1149408..1152338,976
PMT9312_1237,PMT9312_1237,pmi:PMT9312_1237,K01883,cysteinyl-tRNA synthetase,Q319Z9,Cysteinyl-tRNA synthetase (EC 6.1.1.16) (Cysteine--tRNA ligase) (CysRS).,6.1.1.16,1152363,1152363..1153832,489
PMT9312_1238,PMT9312_1238,pmi:PMT9312_1238,K00099,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Q319Z8,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267).,1.1.1.267,1153915,1153915..1155141,408
