seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_008750.1,SPUTW3181_RS08845,,SPUTW3181_RS08845,Sputw3181_1693,Protein Homology,1950091,1950582,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789028.1,FKBP-type peptidyl-prolyl cis-trans isomerase,WP_011789028.1,"GO:0006457,GO:0003755,GO:0046872",,"peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,metal ion binding|0046872||IEA",protein folding|0006457||IEA,,Sputw3181_1693,5.2.1.8
NC_008750.1,SPUTW3181_RS08850,,SPUTW3181_RS08850,Sputw3181_1694,Protein Homology,1950702,1952660,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006082095.1,M1 family metallopeptidase,WP_011789029.1,"GO:0006508,GO:0004177,GO:0008237,GO:0008270",,"aminopeptidase activity|0004177||IEA,metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,,Sputw3181_1694,3.4.11.-
NC_008750.1,SPUTW3181_RS08855,,SPUTW3181_RS08855,Sputw3181_1695,Protein Homology,1952912,1953139,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006082094.1,DUF3389 family protein,WP_011789030.1,,,,,,Sputw3181_1695,
NC_008750.1,SPUTW3181_RS08860,,SPUTW3181_RS08860,Sputw3181_1696,Protein Homology,1953228,1953899,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012089500.1,alpha/beta hydrolase,WP_011789031.1,GO:0016787,,hydrolase activity|0016787||IEA,,,Sputw3181_1696,3.-.-.-
NC_008750.1,ushA,ushA,SPUTW3181_RS08865,Sputw3181_1697,Protein Homology,1954264,1955982,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006086184.1,bifunctional UDP-sugar hydrolase/5'-nucleotidase UshA,WP_011789032.1,"GO:0009166,GO:0000166,GO:0016787,GO:0046872",,"nucleotide binding|0000166||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",nucleotide catabolic process|0009166||IEA,,Sputw3181_1697,"3.1.3.5,3.6.1.45"
NC_008750.1,SPUTW3181_RS08870,,SPUTW3181_RS08870,Sputw3181_1698,Protein Homology,1956215,1956574,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006082091.1,TraR/DksA family transcriptional regulator,WP_011789033.1,GO:0008270,,zinc ion binding|0008270||IEA,,,Sputw3181_1698,
NC_008750.1,dusC,dusC,SPUTW3181_RS08875,Sputw3181_1699,Protein Homology,1956778,1957731,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789034.1,tRNA dihydrouridine(16) synthase DusC,WP_011789034.1,"GO:0002943,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA dihydrouridine synthesis|0002943||IEA,,Sputw3181_1699,1.3.1.-
NC_008750.1,SPUTW3181_RS08880,,SPUTW3181_RS08880,Sputw3181_1700,Protein Homology,1957976,1958386,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012089495.1,hypothetical protein,WP_011789035.1,,,,,,Sputw3181_1700,
NC_008750.1,SPUTW3181_RS08885,,SPUTW3181_RS08885,Sputw3181_1701,Protein Homology,1958520,1959368,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014610751.1,DUF692 domain-containing protein,WP_014610751.1,,,,,,Sputw3181_1701,
NC_008750.1,SPUTW3181_RS08890,,SPUTW3181_RS08890,Sputw3181_1702,Protein Homology,1959368,1960114,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006082087.1,DUF2063 domain-containing protein,WP_011789037.1,,,,,,Sputw3181_1702,
NC_008750.1,SPUTW3181_RS22230,,SPUTW3181_RS22230,Sputw3181_1703,Protein Homology,1960263,1960385,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011623018.1,hypothetical protein,WP_011789038.1,,,,,,Sputw3181_1703,
NC_008750.1,SPUTW3181_RS08900,,SPUTW3181_RS08900,Sputw3181_1704,Protein Homology,1960467,1960832,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789039.1,YbaN family protein,WP_011789039.1,"GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",,,,Sputw3181_1704,
NC_008750.1,apt,apt,SPUTW3181_RS08905,Sputw3181_1705,Protein Homology,1961065,1961616,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020911865.1,adenine phosphoribosyltransferase,WP_081429832.1,"GO:0006168,GO:0003999",,adenine phosphoribosyltransferase activity|0003999||IEA,adenine salvage|0006168||IEA,,Sputw3181_1705,2.4.2.7
NC_008750.1,dnaX,dnaX,SPUTW3181_RS08910,Sputw3181_1706,Protein Homology,1961654,1964608,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014610750.1,DNA polymerase III subunit gamma/tau,WP_011789041.1,"GO:0006260,GO:0003677,GO:0003887,GO:0005524,GO:0009360",DNA polymerase III complex|0009360||IEA,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA,ATP binding|0005524||IEA",DNA replication|0006260||IEA,,Sputw3181_1706,2.7.7.7
NC_008750.1,SPUTW3181_RS08915,,SPUTW3181_RS08915,Sputw3181_1707,Protein Homology,1964778,1965107,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011866032.1,YbaB/EbfC family nucleoid-associated protein,WP_007648738.1,GO:0003677,,DNA binding|0003677||IEA,,,Sputw3181_1707,
NC_008750.1,recR,recR,SPUTW3181_RS08920,Sputw3181_1708,Protein Homology,1965120,1965719,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011866031.1,recombination mediator RecR,WP_011789042.1,"GO:0006281,GO:0006310,GO:0003677,GO:0046872",,"DNA binding|0003677||IEA,metal ion binding|0046872||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",,Sputw3181_1708,
NC_008750.1,htpG,htpG,SPUTW3181_RS08925,Sputw3181_1709,Protein Homology,1966018,1967931,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789043.1,molecular chaperone HtpG,WP_011789043.1,"GO:0006457,GO:0005524,GO:0016887,GO:0051082",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,unfolded protein binding|0051082||IEA",protein folding|0006457||IEA,,Sputw3181_1709,
NC_008750.1,SPUTW3181_RS08930,,SPUTW3181_RS08930,Sputw3181_1710,Protein Homology,1968176,1969039,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011847044.1,tetratricopeptide repeat protein,WP_011789044.1,"GO:0034599,GO:0061077,GO:0005515,GO:0051082",,"protein binding|0005515||IEA,unfolded protein binding|0051082||IEA","cellular response to oxidative stress|0034599||IEA,chaperone-mediated protein folding|0061077||IEA",,Sputw3181_1710,
NC_008750.1,adk,adk,SPUTW3181_RS08935,Sputw3181_1711,Protein Homology,1969181,1969825,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011072102.1,adenylate kinase,WP_011789045.1,"GO:0006139,GO:0004017,GO:0005524",,"adenylate kinase activity|0004017||IEA,ATP binding|0005524||IEA",nucleobase-containing compound metabolic process|0006139||IEA,,Sputw3181_1711,2.7.4.3
NC_008750.1,hemH,hemH,SPUTW3181_RS08940,Sputw3181_1712,Protein Homology,1969906,1970949,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014610748.1,ferrochelatase,WP_011789046.1,"GO:0006779,GO:0004325",,ferrochelatase activity|0004325||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,Sputw3181_1712,4.98.1.1
NC_008750.1,SPUTW3181_RS08945,,SPUTW3181_RS08945,Sputw3181_1713,Protein Homology,1971194,1972498,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011637012.1,inosine/guanosine kinase,WP_011789047.1,,,,,,Sputw3181_1713,
NC_008750.1,nadE,nadE,SPUTW3181_RS08950,Sputw3181_1714,Protein Homology,1972705,1973535,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789048.1,ammonia-dependent NAD(+) synthetase,WP_011789048.1,"GO:0009435,GO:0003952,GO:0004359,GO:0008795",,"NAD+ synthase (glutamine-hydrolyzing) activity|0003952||IEA,glutaminase activity|0004359||IEA,NAD+ synthase activity|0008795||IEA",NAD biosynthetic process|0009435||IEA,,Sputw3181_1714,6.3.1.5
NC_008750.1,SPUTW3181_RS08955,,SPUTW3181_RS08955,Sputw3181_1715,Protein Homology,1973775,1974269,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789049.1,DUF6942 family protein,WP_011789049.1,,,,,,Sputw3181_1715,
NC_008750.1,SPUTW3181_RS08965,,SPUTW3181_RS08965,Sputw3181_1716,Protein Homology,1974858,1975724,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012587449.1,LysR family transcriptional regulator,WP_011789050.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_1716,
NC_008750.1,SPUTW3181_RS08970,,SPUTW3181_RS08970,Sputw3181_1717,Protein Homology,1975837,1976943,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789051.1,NADH:flavin oxidoreductase/NADH oxidase,WP_011789051.1,,,,,,Sputw3181_1717,
NC_008750.1,SPUTW3181_RS08975,,SPUTW3181_RS08975,Sputw3181_1718,Protein Homology,1977028,1978806,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006086223.1,DUF3413 domain-containing protein,WP_011789052.1,,,,,,Sputw3181_1718,
NC_008750.1,SPUTW3181_RS08980,,SPUTW3181_RS08980,Sputw3181_1719,Protein Homology,1978870,1979088,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011622981.1,YejL family protein,WP_011789053.1,,,,,,Sputw3181_1719,
NC_008750.1,yejK,yejK,SPUTW3181_RS08985,Sputw3181_1720,Protein Homology,1979166,1980194,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011072213.1,nucleoid-associated protein YejK,WP_011789054.1,GO:0009295,nucleoid|0009295||IEA,,,,Sputw3181_1720,
NC_008750.1,SPUTW3181_RS08990,,SPUTW3181_RS08990,Sputw3181_1721,Protein Homology,1980284,1981285,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011072214.1,cytochrome-c peroxidase,WP_011789055.1,"GO:0004130,GO:0016491,GO:0020037",,"cytochrome-c peroxidase activity|0004130||IEA,oxidoreductase activity|0016491||IEA,heme binding|0020037||IEA",,,Sputw3181_1721,1.11.1.5
NC_008750.1,SPUTW3181_RS08995,,SPUTW3181_RS08995,Sputw3181_1722,Protein Homology,1981786,1982667,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789056.1,6-carboxytetrahydropterin synthase,WP_011789056.1,,,,,,Sputw3181_1722,
NC_008750.1,SPUTW3181_RS09000,,SPUTW3181_RS09000,Sputw3181_1723,Protein Homology,1982842,1983666,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789057.1,M23 family metallopeptidase,WP_082785999.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,,Sputw3181_1723,3.4.24.-
NC_008750.1,SPUTW3181_RS09005,,SPUTW3181_RS09005,Sputw3181_1724,Protein Homology,1983774,1984034,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006081993.1,DUF5062 family protein,WP_011789058.1,,,,,,Sputw3181_1724,
NC_008750.1,SPUTW3181_RS09010,,SPUTW3181_RS09010,Sputw3181_1725,Protein Homology,1984112,1984777,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789059.1,VOC family protein,WP_011789059.1,,,,,,Sputw3181_1725,
NC_008750.1,SPUTW3181_RS09015,,SPUTW3181_RS09015,Sputw3181_1726,Protein Homology,1984949,1985464,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789060.1,L%2CD-transpeptidase family protein,WP_011789060.1,"GO:0018104,GO:0071972",,peptidoglycan L%2CD-transpeptidase activity|0071972||IEA,peptidoglycan-protein cross-linking|0018104||IEA,,Sputw3181_1726,2.-.-.-
NC_008750.1,SPUTW3181_RS09020,,SPUTW3181_RS09020,Sputw3181_1727,Protein Homology,1985638,1986507,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919445.1,ion transporter,WP_011789061.1,"GO:0034220,GO:0005216,GO:0005886,GO:0034702","plasma membrane|0005886||IEA,monoatomic ion channel complex|0034702||IEA",monoatomic ion channel activity|0005216||IEA,monoatomic ion transmembrane transport|0034220||IEA,,Sputw3181_1727,
NC_008750.1,SPUTW3181_RS09025,,SPUTW3181_RS09025,Sputw3181_1728,Protein Homology,1986550,1988145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014610741.1,MATE family efflux transporter,WP_011789062.1,"GO:0055085,GO:0015297,GO:0042910,GO:0016020",membrane|0016020||IEA,"antiporter activity|0015297||IEA,xenobiotic transmembrane transporter activity|0042910||IEA",transmembrane transport|0055085||IEA,,Sputw3181_1728,
NC_008750.1,SPUTW3181_RS09030,,SPUTW3181_RS09030,Sputw3181_1729,Protein Homology,1988240,1988437,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789063.1,DUF2986 domain-containing protein,WP_011789063.1,,,,,,Sputw3181_1729,
NC_008750.1,yqfB,yqfB,SPUTW3181_RS09035,Sputw3181_1730,Protein Homology,1988758,1989069,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789064.1,N(4)-acetylcytidine aminohydrolase,WP_011789064.1,,,,,,Sputw3181_1730,
NC_008750.1,SPUTW3181_RS09040,,SPUTW3181_RS09040,Sputw3181_1731,Protein Homology,1989150,1992197,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006081986.1,efflux RND transporter permease subunit,WP_011789065.1,"GO:0042908,GO:0015562,GO:0022857,GO:0016020",membrane|0016020||IEA,"efflux transmembrane transporter activity|0015562||IEA,transmembrane transporter activity|0022857||IEA",xenobiotic transport|0042908||IEA,,Sputw3181_1731,
NC_008750.1,SPUTW3181_RS09045,,SPUTW3181_RS09045,Sputw3181_1732,Protein Homology,1992194,1995445,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006086232.1,efflux RND transporter permease subunit,WP_011789066.1,"GO:0042908,GO:0015562,GO:0022857,GO:0016020",membrane|0016020||IEA,"efflux transmembrane transporter activity|0015562||IEA,transmembrane transporter activity|0022857||IEA",xenobiotic transport|0042908||IEA,,Sputw3181_1732,
NC_008750.1,SPUTW3181_RS09050,,SPUTW3181_RS09050,Sputw3181_1733,Protein Homology,1995459,1996523,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011716731.1,efflux RND transporter periplasmic adaptor subunit,WP_011789067.1,"GO:0055085,GO:0022857,GO:0042802,GO:0016020",membrane|0016020||IEA,"transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA",transmembrane transport|0055085||IEA,,Sputw3181_1733,
NC_008750.1,SPUTW3181_RS09055,,SPUTW3181_RS09055,Sputw3181_1734,Protein Homology,1996845,1998131,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011716732.1,citrate synthase,WP_011789068.1,GO:0046912,,acyltransferase activity%2C acyl groups converted into alkyl on transfer|0046912||IEA,,,Sputw3181_1734,2.3.3.16
NC_008750.1,sdhC,sdhC,SPUTW3181_RS09060,Sputw3181_1735,Protein Homology,1998548,1998943,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012197267.1,succinate dehydrogenase cytochrome b556 subunit,WP_011789069.1,"GO:0006099,GO:0000104,GO:0009055,GO:0016020,GO:0045273","membrane|0016020||IEA,respiratory chain complex II (succinate dehydrogenase)|0045273||IEA","succinate dehydrogenase activity|0000104||IEA,electron transfer activity|0009055||IEA",tricarboxylic acid cycle|0006099||IEA,"cybA,dhsC",Sputw3181_1735,1.3.5.1
NC_008750.1,sdhD,sdhD,SPUTW3181_RS09065,Sputw3181_1736,Protein Homology,1998937,1999284,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007647507.1,succinate dehydrogenase%2C hydrophobic membrane anchor protein,WP_011789070.1,"GO:0006099,GO:0000104,GO:0020037,GO:0016020,GO:0045273","membrane|0016020||IEA,respiratory chain complex II (succinate dehydrogenase)|0045273||IEA","succinate dehydrogenase activity|0000104||IEA,heme binding|0020037||IEA",tricarboxylic acid cycle|0006099||IEA,,Sputw3181_1736,
NC_008750.1,sdhA,sdhA,SPUTW3181_RS09070,Sputw3181_1737,Protein Homology,1999285,2001051,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011622412.1,succinate dehydrogenase flavoprotein subunit,WP_011789071.1,"GO:0006099,GO:0016627,GO:0050660",,"oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,flavin adenine dinucleotide binding|0050660||IEA",tricarboxylic acid cycle|0006099||IEA,,Sputw3181_1737,
NC_008750.1,SPUTW3181_RS09075,,SPUTW3181_RS09075,Sputw3181_1738,Protein Homology,2001063,2001770,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011637799.1,succinate dehydrogenase iron-sulfur subunit,WP_011789072.1,"GO:0008177,GO:0046872",,"succinate dehydrogenase (quinone) activity|0008177||IEA,metal ion binding|0046872||IEA",,,Sputw3181_1738,1.3.5.1
NC_008750.1,sucA,sucA,SPUTW3181_RS09080,Sputw3181_1739,Protein Homology,2001986,2004805,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011072030.1,2-oxoglutarate dehydrogenase E1 component,WP_011789073.1,"GO:0006099,GO:0004591,GO:0030976,GO:0045252",oxoglutarate dehydrogenase complex|0045252||IEA,"oxoglutarate dehydrogenase (succinyl-transferring) activity|0004591||IEA,thiamine pyrophosphate binding|0030976||IEA",tricarboxylic acid cycle|0006099||IEA,,Sputw3181_1739,1.2.4.2
NC_008750.1,odhB,odhB,SPUTW3181_RS09085,Sputw3181_1740,Protein Homology,2004837,2006039,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006081977.1,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,WP_011789074.1,"GO:0006099,GO:0004149,GO:0045252",oxoglutarate dehydrogenase complex|0045252||IEA,dihydrolipoyllysine-residue succinyltransferase activity|0004149||IEA,tricarboxylic acid cycle|0006099||IEA,,Sputw3181_1740,2.3.1.61
NC_008750.1,sucC,sucC,SPUTW3181_RS09090,Sputw3181_1741,Protein Homology,2006116,2007282,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005502660.1,ADP-forming succinate--CoA ligase subunit beta,WP_011789075.1,"GO:0006099,GO:0003824,GO:0005524,GO:0046872",,"catalytic activity|0003824||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA",tricarboxylic acid cycle|0006099||IEA,,Sputw3181_1741,6.2.1.5
NC_008750.1,sucD,sucD,SPUTW3181_RS09095,Sputw3181_1742,Protein Homology,2007282,2008154,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013345992.1,succinate--CoA ligase subunit alpha,WP_011789076.1,GO:0003824,,catalytic activity|0003824||IEA,,,Sputw3181_1742,6.2.1.5
NC_008750.1,rnk,rnk,SPUTW3181_RS09100,Sputw3181_1743,Protein Homology,2008556,2008963,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011716736.1,nucleoside diphosphate kinase regulator,WP_011789077.1,"GO:0032784,GO:0003677,GO:0070063",,"DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA",regulation of DNA-templated transcription elongation|0032784||IEA,,Sputw3181_1743,
NC_008750.1,SPUTW3181_RS09105,,SPUTW3181_RS09105,Sputw3181_1744,Protein Homology,2009029,2009526,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012197266.1,GNAT family N-acetyltransferase,WP_011789078.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,Sputw3181_1744,2.3.-.-
NC_008750.1,fur,fur,SPUTW3181_RS09110,Sputw3181_1745,Protein Homology,2009622,2010053,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011072035.1,ferric iron uptake transcriptional regulator,WP_011789079.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_1745,
NC_008750.1,cobB,cobB,SPUTW3181_RS09115,Sputw3181_1746,Protein Homology,2010310,2011044,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014610731.1,Sir2 family NAD+-dependent deacetylase,WP_011789080.1,GO:0070403,,NAD+ binding|0070403||IEA,,,Sputw3181_1746,2.3.1.-
NC_008750.1,SPUTW3181_RS09120,,SPUTW3181_RS09120,Sputw3181_1747,Protein Homology,2011041,2011490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789081.1,ATP-binding protein,WP_011789081.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,Sputw3181_1747,
NC_008750.1,SPUTW3181_RS09125,,SPUTW3181_RS09125,Sputw3181_1748,Protein Homology,2011629,2012009,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014610730.1,hypothetical protein,WP_014610730.1,,,,,,Sputw3181_1748,
NC_008750.1,corA,corA,SPUTW3181_RS09130,Sputw3181_1749,Protein Homology,2012136,2013083,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011625967.1,magnesium/cobalt transporter CorA,WP_011789083.1,"GO:0006824,GO:0015693,GO:0015087,GO:0015095,GO:0016020",membrane|0016020||IEA,"cobalt ion transmembrane transporter activity|0015087||IEA,magnesium ion transmembrane transporter activity|0015095||IEA","cobalt ion transport|0006824||IEA,magnesium ion transport|0015693||IEA",,Sputw3181_1749,
NC_008750.1,SPUTW3181_RS09135,,SPUTW3181_RS09135,Sputw3181_1750,Protein Homology,2013143,2014405,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011625919.1,HD-GYP domain-containing protein,WP_011789084.1,"GO:0004112,GO:0046872",,"cyclic-nucleotide phosphodiesterase activity|0004112||IEA,metal ion binding|0046872||IEA",,,Sputw3181_1750,
NC_008750.1,SPUTW3181_RS09140,,SPUTW3181_RS09140,Sputw3181_1751,Protein Homology,2014521,2015216,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012089410.1,2OG-Fe(II) oxygenase,WP_011789085.1,"GO:0008198,GO:0016705",,"ferrous iron binding|0008198||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA",,,Sputw3181_1751,1.14.11.-
NC_008750.1,SPUTW3181_RS09145,,SPUTW3181_RS09145,Sputw3181_1752,Protein Homology,2015233,2016582,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011716745.1,sensor histidine kinase,WP_011789086.1,,,,,,Sputw3181_1752,
NC_008750.1,SPUTW3181_RS09150,,SPUTW3181_RS09150,Sputw3181_1753,Protein Homology,2016573,2017247,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006081964.1,response regulator,WP_011789087.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,Sputw3181_1753,
NC_008750.1,SPUTW3181_RS09155,,SPUTW3181_RS09155,Sputw3181_1754,Protein Homology,2017418,2017777,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789088.1,hypothetical protein,WP_011789088.1,,,,,,Sputw3181_1754,
NC_008750.1,SPUTW3181_RS09160,,SPUTW3181_RS09160,Sputw3181_1755,Protein Homology,2017945,2019270,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011789089.1,dicarboxylate/amino acid:cation symporter,WP_011789089.1,"GO:0015293,GO:0022857,GO:0016020",membrane|0016020||IEA,"symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA",,,Sputw3181_1755,
